wholepath,ctxID,centerlon,centerlat,areakm2,hits,hitratio,RegistrationScore,review_status
G:\crater_flux_output_folders\output_80_90_-25_0\B21_017801_1770_XN_03S273W_J07_047642_1728_XN_07S273W,B21_017801_1770_XN_03S273W_J07_047642_1728_XN_07S273W,-5544420.526,-260847.9401,46.15611549,0,0,0.357907385,
G:\crater_flux_output_folders\output_130_140_0_75\G22_026726_2466_XN_66N228W_F23_044673_2437_XN_63N227W,G22_026726_2466_XN_66N228W_F23_044673_2437_XN_63N227W,-2850825.505,3904192.278,428.850031,8,0.01865454,0.357905179,done
G:\crater_flux_output_folders\output_-60_-50_0_75\B07_012505_2213_XN_41N053W_B20_017529_2186_XN_38N053W,B07_012505_2213_XN_41N053W_B20_017529_2186_XN_38N053W,7516586.159,2362525.618,31.74943909,14,0.440952672,0.357889026,done
G:\crater_flux_output_folders\output_130_140_-75_0\P01_001422_1747_XN_05S222W_G22_026858_1706_XI_09S221W,P01_001422_1747_XN_05S222W_G22_026858_1706_XI_09S221W,-2482014.17,-398947.1715,9.461782477,0,0,0.357869983,
G:\crater_flux_output_folders\output_-110_-100_-30_0\B18_016661_1605_XN_19S107W_G02_019074_1644_XI_15S107W,B18_016661_1605_XN_19S107W_G02_019074_1644_XI_15S107W,4283584.057,-1004238.568,339.2061438,18,0.053065077,0.357869923,done
G:\crater_flux_output_folders\output_80_90_-25_0\D18_034205_1606_XN_19S279W_F05_037673_1564_XN_23S279W,D18_034205_1606_XN_19S279W_F05_037673_1564_XN_23S279W,-5901580.786,-1269177.734,476.0327806,13,0.027309044,0.357858539,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B05_011521_1409_XI_39S177W_F09_039239_1404_XN_39S178W,B05_011521_1409_XI_39S177W_F09_039239_1404_XN_39S178W,119142.8415,-2317253.281,297.6014624,13,0.043682581,0.357838362,done
G:\crater_flux_output_folders\output_0_10_-25_-0.01\G05_020059_1712_XN_08S359W_J01_045364_1717_XN_08S359W,G05_020059_1712_XN_08S359W_J01_045364_1717_XN_08S359W,-10618594.77,-491821.8535,231.7531848,5,0.021574677,0.357836574,done
G:\crater_flux_output_folders\output_130_140_-75_0\F11_040269_1754_XN_04S222W_J12_049552_1752_XN_04S222W,F11_040269_1754_XN_04S222W_J12_049552_1752_XN_04S222W,-2524227.778,-276274.4365,886.6388428,0,0,0.357812583,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P12_005864_2282_XI_48N173W_B18_016584_2297_XI_49N173W,P12_005864_2282_XI_48N173W_B18_016584_2297_XI_49N173W,383054.4665,2872262.292,224.9356182,18,0.080022898,0.357772797,done
G:\crater_flux_output_folders\output_-115_-110_50_85\J02_045394_2481_XN_68N110W_J03_045816_2471_XN_67N109W,J02_045394_2481_XN_68N110W_J03_045816_2471_XN_67N109W,4123480.312,4027804.87,2000.182245,15,0.007499317,0.357770473,done
G:\crater_flux_output_folders\output_130_140_-75_0\G03_019395_1415_XI_38S228W_F05_037658_1427_XN_37S228W,G03_019395_1415_XI_38S228W_F05_037658_1427_XN_37S228W,-2860236.475,-2252541.25,32.13267606,2,0.062241937,0.357762605,
G:\crater_flux_output_folders\output_-60_-50_0_75\B17_016474_2554_XN_75N060W_F17_042359_2551_XN_75N060W,B17_016474_2554_XN_75N060W_F17_042359_2551_XN_75N060W,5730.25382,-896409.9527,40.60814797,10,0.246255998,0.357760638,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B21_017955_2486_XN_68N170W_G01_018667_2486_XI_68N170W,B21_017955_2486_XN_68N170W_G01_018667_2486_XI_68N170W,542577.8111,4055262.098,1170.050609,5,0.004273319,0.357734382,done
G:\crater_flux_output_folders\output_130_140_0_75\P15_007026_2352_XN_55N220W_G04_019658_2346_XN_54N220W,P15_007026_2352_XN_55N220W_G04_019658_2346_XN_54N220W,-2405151.415,3219701.323,2256.035899,10,0.004432554,0.357734263,done
G:\crater_flux_output_folders\output_-60_-50_0_75\B08_012650_2181_XI_38N051W_G04_019876_2185_XN_38N050W,B08_012650_2181_XI_38N051W_G04_019876_2185_XN_38N050W,7665388.922,2244480.551,25.8938071,9,0.347573455,0.357733905,done
G:\crater_flux_output_folders\output_80_90_-50_-25\P20_008861_1477_XN_32S276W_F16_042038_1492_XN_30S276W,P20_008861_1477_XN_32S276W_F16_042038_1492_XN_30S276W,-5717585.661,-1813119.648,449.4505374,12,0.026699267,0.357727379,
G:\crater_flux_output_folders\output_0_10_0_75\B06_012081_1806_XI_00N352W_B08_012714_1814_XN_01N352W,B06_012081_1806_XI_00N352W_B08_012714_1814_XN_01N352W,-10223088.71,60779.58708,9.129311215,0,0,0.357699633,
G:\crater_flux_output_folders\output_-60_-50_-75_0\B17_016237_1717_XI_08S052W_F01_036135_1749_XN_05S053W,B17_016237_1717_XI_08S052W_F01_036135_1749_XN_05S053W,7531741.014,-450170.9848,49.65151905,5,0.100701854,0.357666433,done
G:\crater_flux_output_folders\output_-110_-100_30_60\P20_008960_2263_XN_46N110W_B05_011795_2228_XI_42N110W,P20_008960_2263_XN_46N110W_B05_011795_2228_XI_42N110W,4150214.133,2581519.598,10.40350403,0,0,0.35765788,
G:\crater_flux_output_folders\output_130_140_-75_0\D06_029746_1770_XN_03S222W_J17_051253_1753_XN_04S223W,D06_029746_1770_XN_03S222W_J17_051253_1753_XN_04S223W,-2535377.78,-275052.7467,107.5758019,17,0.158028104,0.357653707,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P02_001671_1938_XN_13N176W_P04_002515_1951_XN_15N176W,P02_001671_1938_XN_13N176W_P04_002515_1951_XN_15N176W,200555.0542,846483.4969,163.1262953,9,0.055171976,0.357646853,done
G:\crater_flux_output_folders\output_-60_-50_0_75\P18_008233_1916_XN_11N053W_F02_036636_1935_XN_13N053W,P18_008233_1916_XN_11N053W_F02_036636_1935_XN_13N053W,7534435.563,733257.1154,140.8280683,15,0.106512858,0.357643604,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B10_013591_1520_XN_28S174W_J05_046610_1547_XN_25S174W,B10_013591_1520_XN_28S174W_J05_046610_1547_XN_25S174W,341237.1585,-1587688.433,166.6570304,1,0.006000347,0.35763827,done
G:\crater_flux_output_folders\output_80_90_-50_-25\P17_007846_1427_XN_37S278W_J05_046693_1447_XN_35S278W,P17_007846_1427_XN_37S278W_J05_046693_1447_XN_35S278W,-5849529.693,-2124315.519,247.0961595,12,0.048564089,0.35763824,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\G03_019238_2091_XN_29N270W_J05_046877_2128_XN_32N270W,G03_019238_2091_XN_29N270W_J05_046877_2128_XN_32N270W,-5351330.899,1778233.094,41.06267547,7,0.170471113,0.3576231,done
G:\crater_flux_output_folders\output_80_90_-50_-25\G20_025924_1505_XN_29S278W_J05_046627_1495_XN_30S278W,G20_025924_1505_XN_29S278W_J05_046627_1495_XN_30S278W,-5818405.36,-1768892.239,45.96700398,1,0.021754735,0.357622236,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\B19_017194_2397_XI_59N270W_F17_042512_2385_XN_58N270W,B19_017194_2397_XI_59N270W_F17_042512_2385_XN_58N270W,-5356652.604,3454760.282,1034.469712,1,0.000966679,0.357601702,done
G:\crater_flux_output_folders\output_-60_-50_0_75\P15_007020_2402_XN_60N058W_G21_026311_2396_XN_59N057W,P15_007020_2402_XN_60N058W_G21_026311_2396_XN_59N057W,7246035.652,3519452.275,1008.99534,7,0.006937594,0.357595861,done
G:\crater_flux_output_folders\output_130_140_-75_0\D04_028889_1756_XI_04S224W_D05_029100_1754_XN_04S224W,D04_028889_1756_XI_04S224W_D05_029100_1754_XN_04S224W,-2624380.347,-259239.869,2080.402645,0,0,0.357594341,
G:\crater_flux_output_folders\output_80_90_-75_-50\J11_048987_1263_XN_53S270W_J12_049554_1234_XN_56S269W,J11_048987_1263_XN_53S270W_J12_049554_1234_XN_56S269W,-5343018.018,-3244533.304,140.5069109,1,0.007117088,0.357578307,
G:\crater_flux_output_folders\output_-60_-50_-75_0\F06_038034_1655_XN_14S055W_F21_043955_1645_XI_15S055W,F06_038034_1655_XN_14S055W_F21_043955_1645_XI_15S055W,7396165.36,-855434.231,497.527554,15,0.030149084,0.357525259,done
G:\crater_flux_output_folders\output_-60_-50_0_75\G19_025665_2238_XN_43N057W_D20_035225_2278_XN_47N057W,G19_025665_2238_XN_43N057W_D20_035225_2278_XN_47N057W,7251821.816,2730312.374,35.86879893,0,0,0.357517183,
G:\crater_flux_output_folders\output_-115_-110_-50_-35\J04_046410_1349_XN_45S111W_J15_050458_1342_XN_45S111W,J04_046410_1349_XN_45S111W_J15_050458_1342_XN_45S111W,4061218.8,-2676217.4,109.0179334,1,0.009172803,0.357497633,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P15_006906_1887_XN_08N177W_D06_029652_1878_XN_07N177W,P15_006906_1887_XN_08N177W_D06_029652_1878_XN_07N177W,146584.8932,466943.2169,215.8162454,14,0.064870001,0.357479185,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\P16_007407_1674_XI_12S174W_D17_033911_1624_XN_17S173W,P16_007407_1674_XI_12S174W_D17_033911_1624_XN_17S173W,345002.3116,-895283.3176,102.014908,10,0.098024889,0.357466757,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B05_011521_1409_XI_39S177W_G17_024905_1410_XI_39S178W,B05_011521_1409_XI_39S177W_G17_024905_1410_XI_39S178W,123043.677,-2298578.592,756.0176984,17,0.022486246,0.357457489,done
G:\crater_flux_output_folders\output_130_140_-75_0\G22_026924_1751_XN_04S222W_F21_043816_1748_XN_05S223W,G22_026924_1751_XN_04S222W_F21_043816_1748_XN_05S223W,-2538259.214,-290541.5984,549.6987409,0,0,0.357437879,
G:\crater_flux_output_folders\output_0_10_0_75\B16_016037_2226_XN_42N000W_F04_037491_2226_XN_42N000W,B16_016037_2226_XN_42N000W_F04_037491_2226_XN_42N000W,-10666748.98,2506768.811,88.83955803,10,0.112562469,0.357433826,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\G10_022103_1228_XN_57S356W_J14_050322_1200_XN_60S355W,G10_022103_1228_XN_57S356W_J14_050322_1200_XN_60S355W,-10426533.64,-3447847.899,59.33897584,17,0.286489609,0.357428014,done
G:\crater_flux_output_folders\output_0_10_-25_-0.01\B02_010591_1639_XI_16S351W_D21_035513_1627_XN_17S351W,B02_010591_1639_XI_16S351W_D21_035513_1627_XN_17S351W,-10146680.58,-992109.1084,23.07817302,5,0.216654932,0.357420892,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\B17_016382_1718_XI_08S052W_B22_018294_1688_XI_11S052W,B17_016382_1718_XI_08S052W_B22_018294_1688_XI_11S052W,7538289.719,-523942.2835,40.33529717,2,0.049584363,0.357408881,done
G:\crater_flux_output_folders\output_-60_-50_0_75\B17_016382_2238_XN_43N058W_F05_037559_2246_XI_44N057W,B17_016382_2238_XN_43N058W_F05_037559_2246_XI_44N057W,7241624.378,2582450.714,509.0515682,12,0.02357325,0.357382864,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\D04_028883_1276_XN_52S055W_J05_046553_1258_XN_54S054W,D04_028883_1276_XN_52S055W_J05_046553_1258_XN_54S054W,7403595.346,-3087418.414,1760.759445,4,0.002271747,0.357380807,done
G:\crater_flux_output_folders\output_-115_-110_-50_-35\B10_013536_1389_XN_41S110W_D13_032221_1389_XI_41S110W,B10_013536_1389_XN_41S110W_D13_032221_1389_XI_41S110W,4136338.038,-2422108.054,327.0334932,15,0.045866862,0.357378304,done
G:\crater_flux_output_folders\output_80_90_-25_0\P16_007358_1650_XN_15S276W_G21_026359_1631_XN_16S276W,P16_007358_1650_XN_15S276W_G21_026359_1631_XN_16S276W,-5707276.505,-915962.0862,91.51818212,9,0.098341114,0.357377887,
G:\crater_flux_output_folders\output_-110_-100_-30_0\D01_027566_1780_XI_02S109W_D16_033302_1737_XN_06S108W,D01_027566_1780_XI_02S109W_D16_033302_1737_XN_06S108W,4215305.703,-274624.8096,9.297910369,5,0.537755238,0.357370079,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\D04_028904_1829_XN_02N275W_D10_030961_1835_XN_03N275W,D04_028904_1829_XN_02N275W_D10_030961_1835_XN_03N275W,-5650954.422,191518.2837,19.21408785,10,0.520451456,0.357350737,done
G:\crater_flux_output_folders\output_0_10_-25_-0.01\J07_047579_1528_XN_27S350W_J10_048581_1528_XN_27S350W,J07_047579_1528_XN_27S350W_J10_048581_1528_XN_27S350W,-10099700.69,-1479963.301,11.45568943,0,0,0.3573412,
G:\crater_flux_output_folders\output_80_90_-25_0\B02_010509_1753_XN_04S273W_J08_047998_1718_XN_08S273W,B02_010509_1753_XN_04S273W_J08_047998_1718_XN_08S273W,-5553749.744,-297887.182,58.19832198,0,0,0.357334048,
G:\crater_flux_output_folders\output_130_140_-75_0\B18_016520_1747_XN_05S221W_G10_022190_1746_XI_05S221W,B18_016520_1747_XN_05S221W_G10_022190_1746_XI_05S221W,-2448766.467,-315962.0295,1747.840361,0,0,0.357331872,
G:\crater_flux_output_folders\output_-60_-50_-75_0\B07_012466_1436_XN_36S058W_D07_030083_1437_XI_36S058W,B07_012466_1436_XN_36S058W_D07_030083_1437_XI_36S058W,7224867.667,-2140747.487,334.7065868,11,0.032864606,0.357322395,done
G:\crater_flux_output_folders\output_-110_-100_-85_-30\J05_046792_1345_XN_45S100W_J11_049073_1340_XN_46S100W,J05_046792_1345_XN_45S100W_J11_049073_1340_XN_46S100W,4732490.555,-2694611.961,252.0496201,7,0.027772309,0.357317626,done
G:\crater_flux_output_folders\output_130_140_-75_0\P15_006842_1428_XN_37S224W_B17_016217_1397_XI_40S223W,P15_006842_1428_XN_37S224W_B17_016217_1397_XI_40S223W,-2606590.897,-2217941.15,25.53375943,10,0.391638373,0.357311696,done
G:\crater_flux_output_folders\output_130_140_-75_0\G09_021597_1387_XN_41S225W_J09_048181_1384_XN_41S225W,G09_021597_1387_XN_41S225W_J09_048181_1384_XN_41S225W,-2685605.897,-2459495.273,696.6381415,0,0,0.35730809,
G:\crater_flux_output_folders\output_130_140_-75_0\G02_018999_1746_XN_05S221W_G06_020555_1756_XN_04S222W,G02_018999_1746_XN_05S221W_G06_020555_1756_XN_04S222W,-2483906.191,-263902.0518,925.4194875,17,0.018370048,0.357306898,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\B19_017194_2397_XI_59N270W_D16_033624_2385_XN_58N270W,B19_017194_2397_XI_59N270W_D16_033624_2385_XN_58N270W,-5357774.716,3458077.697,1319.992145,1,0.00075758,0.357306182,done
G:\crater_flux_output_folders\output_130_140_-75_0\B10_013685_1753_XN_04S221W_G06_020555_1756_XN_04S222W,B10_013685_1753_XN_04S221W_G06_020555_1756_XN_04S222W,-2484194.545,-273382.1204,629.8691228,0,0,0.35728547,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\G14_023507_1457_XN_34S172W_F17_042377_1410_XI_39S171W,G14_023507_1457_XN_34S172W_F17_042377_1410_XI_39S171W,480313.0806,-2140566.765,111.3183063,9,0.080849236,0.357273132,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\B01_010000_1660_XI_14S056W_F03_036834_1645_XN_15S055W,B01_010000_1660_XI_14S056W_F03_036834_1645_XN_15S055W,7363690.887,-823898.528,70.29604977,11,0.156481055,0.357269317,done
G:\crater_flux_output_folders\output_-110_-100_-30_0\F22_044471_1503_XN_29S100W_J04_046515_1524_XN_27S100W,F22_044471_1503_XN_29S100W_J04_046515_1524_XN_27S100W,4708483.919,-1679044.541,54.97666178,7,0.127326756,0.357245207,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\G20_025916_1317_XN_48S056W_F05_037810_1317_XN_48S056W,G20_025916_1317_XN_48S056W_F05_037810_1317_XN_48S056W,7338647.93,-2843027.325,893.5137828,8,0.008953415,0.357236475,done
G:\crater_flux_output_folders\output_80_90_-50_-25\P07_003600_1565_XI_23S273W_D17_033730_1526_XI_27S272W,P07_003600_1565_XI_23S273W_D17_033730_1526_XI_27S272W,-5482910.275,-1535996.291,8.461528722,0,0,0.357227385,
G:\crater_flux_output_folders\output_-110_-100_-30_0\G16_024520_1652_XI_14S109W_D16_033368_1652_XI_14S109W,G16_024520_1652_XI_14S109W_D16_033368_1652_XI_14S109W,4193713.708,-870888.3602,1756.996556,8,0.004553225,0.357211828,done
G:\crater_flux_output_folders\output_130_140_0_75\P21_009386_2465_XN_66N225W_D21_035376_2429_XN_62N223W,P21_009386_2465_XN_66N225W_D21_035376_2429_XN_62N223W,-2666769.196,3883460.136,23.22970094,0,0,0.357204199,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B22_018127_2023_XI_22N178W_J21_053005_2040_XI_24N178W,B22_018127_2023_XI_22N178W_J21_053005_2040_XI_24N178W,81493.32432,1327693.914,33.108105,10,0.302040845,0.357190579,done
G:\crater_flux_output_folders\output_0_10_0_75\P20_008784_2520_XN_72N351W_F02_036686_2537_XN_73N351W,P20_008784_2520_XN_72N351W_F02_036686_2537_XN_73N351W,-8578.80125,-1014680.768,175.3340266,7,0.039923797,0.357184976,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\D04_028949_1312_XN_48S055W_F13_040751_1317_XI_48S056W,D04_028949_1312_XN_48S055W_F13_040751_1317_XI_48S056W,7353713.982,-2857288.223,179.5984959,1,0.005567975,0.357171834,
G:\crater_flux_output_folders\output_-60_-50_0_75\P06_003460_2012_XI_21N056W_P08_004238_1977_XN_17N056W,P06_003460_2012_XI_21N056W_P08_004238_1977_XN_17N056W,7319436.773,1184131.318,181.5633547,12,0.066092632,0.357169211,done
G:\crater_flux_output_folders\output_80_90_-25_0\B04_011287_1586_XN_21S272W_B18_016522_1616_XN_18S272W,B04_011287_1586_XN_21S272W_B18_016522_1616_XN_18S272W,-5486181.076,-1170607.447,141.5437884,11,0.077714466,0.357147187,done
G:\crater_flux_output_folders\output_-110_-100_0_10\B21_017742_1869_XN_06N104W_D03_028212_1859_XN_05N103W,B21_017742_1869_XN_06N104W_D03_028212_1859_XN_05N103W,4509432.218,377011.2705,58.74966061,20,0.340427499,0.357141405,done
G:\crater_flux_output_folders\output_80_90_-25_0\P14_006501_1823_XN_02N278W_B21_017788_1818_XN_01N278W,P14_006501_1823_XN_02N278W_B21_017788_1818_XN_01N278W,-5838182.967,-863.814095,4.50478385,0,0,0.357140571,
G:\crater_flux_output_folders\output_0_10_-25_-0.01\B12_014138_1683_XN_11S349W_B12_014349_1673_XN_12S350W,B12_014138_1683_XN_11S349W_B12_014349_1673_XN_12S350W,-10079108.32,-699586.0666,85.88298726,3,0.034931249,0.357128441,done
G:\crater_flux_output_folders\output_-110_-100_60_85\J01_045249_2398_XN_59N109W_J01_045038_2442_XN_64N111W,J01_045249_2398_XN_59N109W_J01_045038_2442_XN_64N111W,4149821.802,3655549.776,2.43158168,0,0,0.357119411,
G:\crater_flux_output_folders\output_-115_-110_-35_-25\P04_002460_1558_XN_24S110W_P06_003238_1550_XN_25S110W,P04_002460_1558_XN_24S110W_P06_003238_1550_XN_25S110W,4144715.48,-1516905.603,276.758944,0,0,0.357115,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\D18_034112_2459_XI_65N275W_F18_042789_2426_XI_62N274W,D18_034112_2459_XI_65N275W_F18_042789_2426_XI_62N274W,-5623644.64,3750261.96,927.0258634,1,0.001078719,0.357110858,done
G:\crater_flux_output_folders\output_-110_-100_10_30\G20_026023_1958_XN_15N107W_F01_036005_1985_XN_18N107W,G20_026023_1958_XN_15N107W_F01_036005_1985_XN_18N107W,4317029.7,959637.573,132.0216944,15,0.11361769,0.357096136,
G:\crater_flux_output_folders\output_-115_-110_0_10\B08_012837_1812_XI_01N112W_J10_048559_1817_XI_01N112W,B08_012837_1812_XI_01N112W_J10_048559_1817_XI_01N112W,3999126.7,94300.19776,129.3032662,9,0.06960381,0.357095093,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P20_008804_2235_XN_43N169W_B03_010650_2262_XI_46N170W,P20_008804_2235_XN_43N169W_B03_010650_2262_XI_46N170W,581781.8197,2643252.283,211.361101,11,0.052043635,0.357092917,done
G:\crater_flux_output_folders\output_0_10_0_75\P18_007888_1839_XI_03N351W_G23_027021_1875_XN_07N351W,P18_007888_1839_XI_03N351W_G23_027021_1875_XN_07N351W,-10159266.7,371951.168,92.87543177,7,0.075369771,0.357065737,done
G:\crater_flux_output_folders\output_80_90_-25_0\G19_025805_1757_XN_04S273W_J17_051334_1757_XN_04S273W,G19_025805_1757_XN_04S273W_J17_051334_1757_XN_04S273W,-5540997.354,-253952.191,333.890557,8,0.023959947,0.357054412,done
G:\crater_flux_output_folders\output_-110_-100_30_60\B17_016410_2227_XN_42N103W_J02_045394_2204_XN_40N103W,B17_016410_2227_XN_42N103W_J02_045394_2204_XN_40N103W,4549821.79,2396024.269,60.09414016,1,0.016640558,0.357051194,done
G:\crater_flux_output_folders\output_-115_-110_-35_-25\G22_026630_1555_XN_24S113W_D19_034700_1555_XN_24S114W,G22_026630_1555_XN_24S113W_D19_034700_1555_XN_24S114W,3923619.455,-1499500.261,47.14192282,12,0.254550499,0.357043862,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B19_016914_1953_XN_15N179W_J04_046399_1932_XN_13N178W,B19_016914_1953_XN_15N179W_J04_046399_1932_XN_13N178W,69622.96935,821072.1159,304.1232539,16,0.052610249,0.357031107,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\B18_016738_1726_XN_07S050W_D17_033946_1769_XN_03S051W,B18_016738_1726_XN_07S050W_D17_033946_1769_XN_03S051W,7658308.358,-361789.2018,123.5262332,6,0.048572678,0.357020795,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P03_002396_2343_XI_54N173W_P21_009371_2346_XI_54N172W,P03_002396_2343_XI_54N173W_P21_009371_2346_XI_54N172W,411474.1968,3207890.193,775.4595128,4,0.005158232,0.357015908,done
G:\crater_flux_output_folders\output_-115_-110_50_85\F01_036084_2430_XN_63N112W_J01_045315_2399_XN_59N111W,F01_036084_2430_XN_63N112W_J01_045315_2399_XN_59N111W,4064144.294,3572697.185,352.7124454,9,0.025516537,0.357009023,done
G:\crater_flux_output_folders\output_80_90_-25_0\P20_008874_1822_XN_02N276W_B02_010575_1812_XN_01N276W,P20_008874_1822_XN_02N276W_B02_010575_1812_XN_01N276W,-5673906.986,-18464.95811,145.0600064,15,0.103405483,0.357008755,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\G01_018750_2390_XI_59N272W_G20_025897_2383_XI_58N272W,G01_018750_2390_XI_59N272W_G20_025897_2383_XI_58N272W,-5494651.324,3482153.847,532.2131628,1,0.001878946,0.356992632,
G:\crater_flux_output_folders\output_-60_-50_0_75\P16_007231_2143_XI_34N054W_B16_016039_2118_XN_31N053W,P16_007231_2143_XI_34N054W_B16_016039_2118_XN_31N053W,7472166.53,1895711.175,149.922345,15,0.100051797,0.356988847,done
G:\crater_flux_output_folders\output_130_140_-75_0\F18_042682_1752_XN_04S222W_F23_044871_1736_XN_06S222W,F18_042682_1752_XN_04S222W_F23_044871_1736_XN_06S222W,-2514730.819,-340690.0924,22.47581476,0,0,0.356984556,
G:\crater_flux_output_folders\output_130_140_0_75\P02_001831_2150_XN_35N225W_D06_029469_2124_XN_32N224W,P02_001831_2150_XN_35N225W_D06_029469_2124_XN_32N224W,-2645188.319,1948394.793,104.7720832,10,0.095445272,0.356966168,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B04_011402_1496_XI_30S170W_G19_025564_1482_XN_31S170W,B04_011402_1496_XI_30S170W_G19_025564_1482_XN_31S170W,571540.5433,-1817796.386,169.7683853,16,0.094246052,0.35695228,done
G:\crater_flux_output_folders\output_130_140_0_75\D20_035218_2143_XN_34N224W_J21_052822_2145_XI_34N224W,D20_035218_2143_XN_34N224W_J21_052822_2145_XI_34N224W,-2629277.008,2018322.365,616.8744477,10,0.016210754,0.356944174,done
G:\crater_flux_output_folders\output_0_10_0_75\P04_002706_1870_XI_07N349W_G22_026744_1903_XN_10N350W,P04_002706_1870_XI_07N349W_G22_026744_1903_XN_10N350W,-10079444.18,461675.0647,9.040997767,0,0,0.356941134,
G:\crater_flux_output_folders\output_-60_-50_-75_0\D14_032667_1645_XN_15S050W_F01_036280_1651_XN_14S050W,D14_032667_1645_XN_15S050W_F01_036280_1651_XN_14S050W,7678395.575,-913193.4382,1144.456871,7,0.006116438,0.356930912,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\G18_025415_1364_XI_43S060W_D07_029793_1362_XI_43S060W,G18_025415_1364_XI_43S060W_D07_029793_1362_XI_43S060W,7113046.007,-2578142.186,0.07077638,0,0,0.356927037,
G:\crater_flux_output_folders\output_130_140_0_75\G02_019078_2280_XI_48N225W_J15_050765_2279_XI_47N225W,G02_019078_2280_XI_48N225W_J15_050765_2279_XI_47N225W,-2711223.378,2825653.366,5352.643843,20,0.003736471,0.356926262,done
G:\crater_flux_output_folders\output_-110_-100_10_30\P14_006666_2085_XI_28N107W_J20_052765_2058_XI_25N107W,P14_006666_2085_XI_28N107W_J20_052765_2058_XI_25N107W,4305664.857,1535404.706,130.0472456,0,0,0.356922001,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P04_002667_1303_XI_49S357W_G18_025149_1332_XN_46S358W,P04_002667_1303_XI_49S357W_G18_025149_1332_XN_46S358W,-10556254.26,-2869747.527,133.2345497,4,0.030022243,0.356919408,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\G05_020369_1473_XN_32S179W_G04_019802_1479_XN_32S180W,G05_020369_1473_XN_32S179W_G04_019802_1479_XN_32S180W,3557.72384,-1938110.254,151.5149721,14,0.092400109,0.35690555,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\P13_006216_1310_XN_49S050W_J05_046711_1343_XN_45S050W,P13_006216_1310_XN_49S050W_J05_046711_1343_XN_45S050W,7703584.137,-2844554.842,44.33395113,1,0.022556077,0.356885046,done
G:\crater_flux_output_folders\output_80_90_-25_0\F19_043330_1743_XN_05S274W_J16_050978_1745_XN_05S274W,F19_043330_1743_XN_05S274W_J16_050978_1745_XN_05S274W,-5585684.479,-339569.6215,203.191933,0,0,0.356883407,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P03_002251_2036_XN_23N170W_D01_027489_2035_XN_23N169W,P03_002251_2036_XN_23N170W_D01_027489_2035_XN_23N169W,587411.0094,1457181.282,316.006182,18,0.056960911,0.356873393,done
G:\crater_flux_output_folders\output_130_140_-75_0\J15_050686_1754_XN_04S222W_J19_052387_1752_XN_04S222W,J15_050686_1754_XN_04S222W_J19_052387_1752_XN_04S222W,-2514475.768,-273667.7572,272.8019531,0,0,0.356862664,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\F02_036772_2196_XN_39N169W_F03_037128_2173_XN_37N169W,F02_036772_2196_XN_39N169W_F03_037128_2173_XN_37N169W,590967.5426,2332858.023,41.45451034,7,0.168859792,0.356824875,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B16_015912_1618_XN_18S179W_J11_049234_1632_XI_16S179W,B16_015912_1618_XN_18S179W_J11_049234_1632_XI_16S179W,48604.28849,-1035253.121,112.7951954,15,0.132984388,0.356814265,done
