wholepath,ctxID,centerlon,centerlat,areakm2,hits,hitratio,RegistrationScore,review_status
G:\crater_flux_output_folders\output_0_10_0_75\G15_024041_1831_XN_03N355W_F11_040142_1843_XI_04N356W,G15_024041_1831_XN_03N355W_F11_040142_1843_XI_04N356W,-10412105.88,200646.1431,10.15245841,1,0.09849831,0.476351947,done
G:\crater_flux_output_folders\output_0_10_0_75\P16_007163_2264_XN_46N359W_J20_052550_2233_XI_43N359W,P16_007163_2264_XN_46N359W_J20_052550_2233_XI_43N359W,-10638676.67,2620100.786,153.2745171,4,0.026096967,0.476278752,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P02_001803_1912_XN_11N177W_G23_027397_1876_XI_07N176W,P02_001803_1912_XN_11N177W_G23_027397_1876_XI_07N176W,170415.6274,530812.5806,87.53962649,4,0.045693592,0.476266831,done
G:\crater_flux_output_folders\output_130_140_0_75\G04_019909_1975_XN_17N227W_J03_045992_2009_XN_20N228W,G04_019909_1975_XN_17N227W_J03_045992_2009_XN_20N228W,-2821798.313,1069766.136,289.5044592,8,0.027633426,0.476233423,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\J14_050236_1446_XN_35S171W_J13_049669_1425_XN_37S171W,J14_050236_1446_XN_35S171W_J13_049669_1425_XN_37S171W,501128.1062,-2189874.625,114.0192643,7,0.061393134,0.476216555,done
G:\crater_flux_output_folders\output_-110_-100_30_60\B01_010028_2294_XN_49N109W_G19_025746_2316_XN_51N110W,B01_010028_2294_XN_49N109W_G19_025746_2316_XN_51N110W,4175187.158,2992066.535,1.66267793,0,0,0.476155281,
G:\crater_flux_output_folders\output_130_140_-75_0\B17_016375_1748_XN_05S221W_G21_026502_1748_XN_05S221W,B17_016375_1748_XN_05S221W_G21_026502_1748_XN_05S221W,-2457564.144,-304973.8909,913.0653236,11,0.012047331,0.476154387,done
G:\crater_flux_output_folders\output_80_90_-25_0\P17_007661_1658_XN_14S270W_J02_045730_1666_XN_13S270W,P17_007661_1658_XN_14S270W_J02_045730_1666_XN_13S270W,-5353531.38,-781588.0137,1241.800583,0,0,0.476139754,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P03_002179_1330_XI_47S355W_F22_044309_1352_XI_44S356W,P03_002179_1330_XI_47S355W_F22_044309_1352_XI_44S356W,-10422529.27,-2747241.925,313.5038891,18,0.057415556,0.476138473,done
G:\crater_flux_output_folders\output_-115_-110_-50_-35\G08_021461_1341_XI_45S111W_D07_029874_1342_XI_45S111W,G08_021461_1341_XI_45S111W_D07_029874_1342_XI_45S111W,4051380.663,-2700945.921,1247.899131,6,0.004808081,0.4759956,done
G:\crater_flux_output_folders\output_130_140_-75_0\P15_006710_1520_XN_28S221W_F01_036194_1481_XN_31S220W,P15_006710_1520_XN_28S221W_F01_036194_1481_XN_31S220W,-2421703.801,-1794504.476,69.65899685,2,0.028711295,0.475936383,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\D02_028056_2263_XN_46N171W_D18_034082_2261_XN_46N171W,D02_028056_2263_XN_46N171W_D18_034082_2261_XN_46N171W,506936.6484,2721718.237,2081.573178,8,0.003843247,0.475887954,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\D19_034798_2143_XN_34N277W_J01_045163_2159_XN_35N277W,D19_034798_2143_XN_34N277W_J01_045163_2159_XN_35N277W,-5761607.842,2048880.753,125.5553599,1,0.007964614,0.475872815,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\D15_033159_2241_XN_44N171W_J15_050763_2242_XI_44N171W,D15_033159_2241_XN_44N171W_J15_050763_2242_XI_44N171W,521977.6678,2597904.382,12364.16961,0,0,0.475830436,
G:\crater_flux_output_folders\output_0_10_-25_-0.01\P04_002759_1819_XI_01N357W_D17_033733_1800_XN_00N356W,P04_002759_1819_XI_01N357W_D17_033733_1800_XN_00N356W,-10471744,-9363.65561,309.6307567,14,0.045215146,0.475780666,done
G:\crater_flux_output_folders\output_0_10_0_75\G05_020138_1836_XN_03N357W_J03_045799_1810_XN_01N356W,G05_020138_1836_XN_03N357W_J03_045799_1810_XN_01N356W,-10481543.94,163156.6096,289.9395914,9,0.031040949,0.475764424,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B20_017428_2239_XN_43N176W_G22_026777_2253_XN_45N176W,B20_017428_2239_XN_43N176W_G22_026777_2253_XN_45N176W,230952.6792,2630729.669,369.8787172,20,0.054071778,0.475733519,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\G19_025564_1482_XN_31S170W_D17_033845_1516_XN_28S170W,G19_025564_1482_XN_31S170W_D17_033845_1516_XN_28S170W,568881.4213,-1832959.418,675.8741967,5,0.007397826,0.475725204,done
G:\crater_flux_output_folders\output_-110_-100_-30_0\G19_025654_1713_XN_08S110W_G21_026432_1686_XN_11S109W,G19_025654_1713_XN_08S110W_G21_026432_1686_XN_11S109W,4156934.271,-613209.025,479.0731031,2,0.004174728,0.475724995,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\G05_020280_2000_XN_20N276W_G03_019502_2011_XN_21N276W,G05_020280_2000_XN_20N276W_G03_019502_2011_XN_21N276W,-5722818.972,1197250.482,187.1402405,6,0.032061517,0.475705028,done
G:\crater_flux_output_folders\output_-60_-50_0_75\B18_016659_1916_XN_11N057W_G21_026575_1947_XN_14N057W,B18_016659_1916_XN_11N057W_G21_026575_1947_XN_14N057W,7291971.045,798385.0155,135.582676,10,0.073755736,0.475635886,done
G:\crater_flux_output_folders\output_0_10_0_75\D04_028920_1813_XI_01N352W_J08_047869_1808_XN_00N352W,D04_028920_1813_XI_01N352W_J08_047869_1808_XN_00N352W,-10213621.82,52136.42353,613.9135168,15,0.024433409,0.475599885,done
G:\crater_flux_output_folders\output_130_140_-75_0\P20_008780_1727_XN_07S228W_B17_016428_1760_XN_04S228W,P20_008780_1727_XN_07S228W_B17_016428_1760_XN_04S228W,-2856890.046,-354453.3166,89.76090768,1,0.011140707,0.47557798,
G:\crater_flux_output_folders\output_80_90_-25_0\F17_042552_1562_XN_23S271W_J16_051123_1563_XI_23S271W,F17_042552_1562_XN_23S271W_J16_051123_1563_XI_23S271W,-5423241.718,-1398030.222,946.1066515,2,0.002113927,0.475549519,
G:\crater_flux_output_folders\output_0_10_0_75\P17_007743_2169_XN_36N355W_D19_034669_2178_XN_37N355W,P17_007743_2169_XN_36N355W_D19_034669_2178_XN_37N355W,-10419226.96,2187120.446,191.3384833,4,0.020905361,0.475539804,done
G:\crater_flux_output_folders\output_-60_-50_0_75\P06_003249_1977_XN_17N055W_G05_020206_2005_XN_20N055W,P06_003249_1977_XN_17N055W_G05_020206_2005_XN_20N055W,7359252.671,1150937.858,21.79788571,5,0.229380045,0.475495845,done
G:\crater_flux_output_folders\output_0_10_0_75\P15_007084_1858_XI_05N357W_B17_016103_1889_XN_08N357W,P15_007084_1858_XI_05N357W_B17_016103_1889_XN_08N357W,-10517861.44,450512.3017,96.43666132,13,0.134803505,0.475481123,done
G:\crater_flux_output_folders\output_-60_-50_0_75\G23_027155_2217_XN_41N054W_J19_052051_2224_XN_42N054W,G23_027155_2217_XN_41N054W_J19_052051_2224_XN_42N054W,7421448.23,2493971.242,259.1625162,20,0.077171654,0.475409299,done
G:\crater_flux_output_folders\output_130_140_-75_0\B09_013329_1746_XI_05S223W_B11_014107_1745_XI_05S223W,B09_013329_1746_XI_05S223W_B11_014107_1745_XI_05S223W,-2594733.952,-322215.9961,1302.687596,0,0,0.475357801,
G:\crater_flux_output_folders\output_-115_-110_50_85\P01_001509_2637_XN_83N107W_B22_018361_2652_XN_85N118W,P01_001509_2637_XN_83N107W_B22_018361_2652_XN_85N118W,-39802.70335,-297158.0968,0.020290541,0,0,0.475338638,
G:\crater_flux_output_folders\output_-60_-50_-75_0\B05_011767_1641_XN_15S057W_J07_047410_1654_XN_14S057W,B05_011767_1641_XN_15S057W_J07_047410_1654_XN_14S057W,7270715.332,-937865.6668,635.079693,13,0.020469872,0.475326389,done
G:\crater_flux_output_folders\output_80_90_-50_-25\G16_024315_1435_XN_36S269W_D12_031818_1438_XN_36S269W,G16_024315_1435_XN_36S269W_D12_031818_1438_XN_36S269W,-5336698.161,-2113287.977,59.06300501,8,0.135448577,0.475317419,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\D20_035216_2242_XI_44N171W_F02_036627_2242_XI_44N171W,D20_035216_2242_XI_44N171W_F02_036627_2242_XI_44N171W,521713.7487,2600199.892,12515.89814,3,0.000239695,0.475267738,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P21_009279_2322_XN_52N180W_P22_009780_2322_XI_52N180W,P21_009279_2322_XN_52N180W_P22_009780_2322_XI_52N180W,1780.44575,2936622.918,34.01058311,0,0,0.475191087,
G:\crater_flux_output_folders\output_-60_-50_-75_0\P04_002458_1655_XN_14S055W_D04_028962_1644_XN_15S056W,P04_002458_1655_XN_14S055W_D04_028962_1644_XN_15S056W,7310769.795,-912000.7979,1211.420013,14,0.011556685,0.475181878,done
G:\crater_flux_output_folders\output_-60_-50_-75_0\P18_008141_1647_XN_15S056W_F01_036122_1652_XN_14S057W,P18_008141_1647_XN_15S056W_F01_036122_1652_XN_14S057W,7304399.76,-900365.3969,600.1539741,4,0.006664956,0.47516951,done
G:\crater_flux_output_folders\output_-115_-110_10_30\P18_007945_2128_XN_32N111W_J06_047003_2098_XN_29N110W,P18_007945_2128_XN_32N111W_J06_047003_2098_XN_29N110W,4097244.331,1777860.31,2.697376661,0,0,0.475165039,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\D17_033743_1925_XN_12N270W_D20_035233_1925_XN_12N270W,D17_033743_1925_XN_12N270W_D20_035233_1925_XN_12N270W,-5380967.272,736311.5968,1182.58713,8,0.006764829,0.475148529,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\J09_048469_1412_XN_38S169W_J16_051093_1429_XN_37S170W,J09_048469_1412_XN_38S169W_J16_051093_1429_XN_37S170W,592635.2295,-2248383.705,0.174633257,0,0,0.475118637,
G:\crater_flux_output_folders\output_-60_-50_0_75\B18_016738_2219_XN_41N057W_F05_037625_2245_XI_44N058W,B18_016738_2219_XN_41N057W_F05_037625_2245_XI_44N058W,7245997.272,2510455.977,2819.583095,11,0.003901286,0.475061059,done
G:\crater_flux_output_folders\output_130_140_0_75\G20_026225_2279_XN_47N225W_G20_026159_2280_XI_48N225W,G20_026225_2279_XN_47N225W_G20_026159_2280_XI_48N225W,-2688523.168,2826425.475,1533.846009,10,0.006519559,0.474980533,done
G:\crater_flux_output_folders\output_130_140_-75_0\G01_018498_1702_XN_09S222W_D22_035917_1733_XN_06S222W,G01_018498_1702_XN_09S222W_D22_035917_1733_XN_06S222W,-2505813.735,-536968.4643,149.6893306,9,0.060124526,0.474916041,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\P08_004282_1449_XN_35S171W_F12_040320_1453_XN_34S171W,P08_004282_1449_XN_35S171W_F12_040320_1453_XN_34S171W,521663.6853,-2049047.926,138.6089202,2,0.014429086,0.474902362,done
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P22_009520_2038_XN_23N275W_G20_026161_2022_XN_22N275W,P22_009520_2038_XN_23N275W_G20_026161_2022_XN_22N275W,-5662805.866,1381624.256,204.1387141,8,0.039189039,0.474827319,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\D01_027410_2235_XN_43N175W_F01_036126_2228_XN_42N174W,D01_027410_2235_XN_43N175W_F01_036126_2228_XN_42N174W,283484.4908,2559732.294,886.1698711,10,0.011284518,0.47482726,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\G19_025564_1663_XN_13S172W_D22_035757_1694_XI_10S173W,G19_025564_1663_XN_13S172W_D22_035757_1694_XI_10S173W,427809.0575,-779724.5733,114.4841527,10,0.087348334,0.474749863,done
G:\crater_flux_output_folders\output_0_10_0_75\B19_016947_1880_XI_08N359W_G19_025729_1917_XI_11N000W,B19_016947_1880_XI_08N359W_G19_025729_1917_XI_11N000W,-10656920.24,619051.8308,61.47202142,15,0.24401345,0.474716961,done
G:\crater_flux_output_folders\output_-115_-110_50_85\B20_017293_2650_XN_85N120W_G17_024901_2629_XI_82N104W,B20_017293_2650_XN_85N120W_G17_024901_2629_XI_82N104W,28615.91538,-316578.7286,0.174901403,0,0,0.474679351,
G:\crater_flux_output_folders\output_-115_-110_-50_-35\D10_031153_1338_XN_46S112W_F11_040041_1342_XN_45S111W,D10_031153_1338_XN_46S112W_F11_040041_1342_XN_45S111W,4040821.237,-2700384.957,527.9885411,4,0.007575922,0.474663854,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\P19_008290_2344_XN_54N175W_G01_018430_2316_XN_51N174W,P19_008290_2344_XN_54N175W_G01_018430_2316_XN_51N174W,322453.2848,3102027.408,26.80549406,5,0.186528925,0.474651545,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\F02_036772_2196_XN_39N169W_F23_044948_2194_XN_39N169W,F02_036772_2196_XN_39N169W_F23_044948_2194_XN_39N169W,589485.9592,2314093.28,138.7662919,6,0.043238166,0.47464928,done
G:\crater_flux_output_folders\output_-110_-100_0_10\P06_003554_1922_XN_12N101W_G22_026814_1883_XN_08N101W,P06_003554_1922_XN_12N101W_G22_026814_1883_XN_08N101W,4660236.957,568414.388,82.32083485,14,0.170066302,0.474622667,done
G:\crater_flux_output_folders\output_-115_-110_-35_-25\P22_009567_1465_XN_33S112W_F01_036190_1484_XN_31S111W,P22_009567_1465_XN_33S112W_F01_036190_1484_XN_31S111W,4035210.909,-1930103.331,123.4297785,2,0.016203545,0.474584132,done
G:\crater_flux_output_folders\output_-60_-50_0_75\B17_016171_1960_XN_16N054W_F03_036847_1935_XN_13N054W,B17_016171_1960_XN_16N054W_F03_036847_1935_XN_13N054W,7445748.419,870234.029,196.9232734,1,0.00507812,0.474568993,done
G:\crater_flux_output_folders\output_130_140_0_75\D18_034427_2245_XI_44N229W_D21_035350_2245_XI_44N229W,D18_034427_2245_XI_44N229W_D21_035350_2245_XI_44N229W,-2901655.307,2616642.16,12298.5642,3,0.000243931,0.47455442,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\G22_026711_2231_XI_43N174W_F21_043814_2231_XI_43N174W,G22_026711_2231_XI_43N174W_F21_043814_2231_XI_43N174W,318167.82,2536970.144,12232.40633,0,0,0.474513352,
G:\crater_flux_output_folders\output_130_140_-75_0\P07_003941_1428_XN_37S221W_J08_047838_1423_XN_37S221W,P07_003941_1428_XN_37S221W_J08_047838_1423_XN_37S221W,-2431744.731,-2221193.287,506.1884004,0,0,0.474483222,
G:\crater_flux_output_folders\output_-115_-110_-50_-35\G08_021527_1452_XN_34S114W_G10_022094_1447_XI_35S115W,G08_021527_1452_XN_34S114W_G10_022094_1447_XI_35S115W,3855823.815,-2083127.51,79.33626977,0,0,0.474433899,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B21_017916_2284_XN_48N179W_D18_034201_2284_XN_48N179W,B21_017916_2284_XN_48N179W_D18_034201_2284_XN_48N179W,31692.11952,2852167.492,1182.011032,11,0.009306174,0.474426627,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\P17_007684_1623_XN_17S177W_B18_016624_1657_XN_14S178W,P17_007684_1623_XN_17S177W_B18_016624_1657_XN_14S178W,126708.6562,-971911.5021,177.2834117,6,0.033844114,0.474398762,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D02_027911_2268_XN_46N172W,B18_016518_2225_XN_42N171W_D02_027911_2268_XN_46N172W,483028.9146,2622097.818,52.5900064,1,0.01901502,0.47434181,done
G:\crater_flux_output_folders\output_130_140_-75_0\P16_007145_1783_XN_01S221W_F04_037407_1745_XN_05S221W,P16_007145_1783_XN_01S221W_F04_037407_1745_XN_05S221W,-2466098.951,-233039.0815,109.6429595,0,0,0.474327654,
G:\crater_flux_output_folders\output_80_90_-25_0\F11_039994_1722_XN_07S274W_F12_040350_1721_XN_07S274W,F11_039994_1722_XN_07S274W_F12_040350_1721_XN_07S274W,-5568798.878,-465544.7938,477.7585541,0,0,0.474313974,
G:\crater_flux_output_folders\output_130_140_-75_0\B02_010283_1721_XN_07S222W_D03_028190_1746_XN_05S222W,B02_010283_1721_XN_07S222W_D03_028190_1746_XN_05S222W,-2511487.751,-401676.0868,95.47715584,2,0.020947419,0.474298477,
G:\crater_flux_output_folders\output_-110_-100_30_60\B17_016476_2101_XN_30N103W_B19_017043_2126_XN_32N103W,B17_016476_2101_XN_30N103W_B19_017043_2126_XN_32N103W,4554804.53,1807492.978,322.7240467,1,0.003098623,0.474293917,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\J03_045911_1649_XN_15S172W_J04_046478_1666_XN_13S172W,J03_045911_1649_XN_15S172W_J04_046478_1666_XN_13S172W,457301.8564,-829261.9349,62.53112688,0,0,0.474253774,
G:\crater_flux_output_folders\output_-60_-50_0_75\G01_018584_2346_XI_54N059W_F23_044812_2318_XN_51N058W,G01_018584_2346_XI_54N059W_F23_044812_2318_XN_51N058W,7180291.298,3076219.938,278.1981147,2,0.007189121,0.474244833,done
G:\crater_flux_output_folders\output_130_140_-75_0\P06_003229_1610_XI_19S225W_D07_030089_1631_XN_16S225W,P06_003229_1610_XI_19S225W_D07_030089_1631_XN_16S225W,-2672668.869,-1082673.169,138.8671206,0,0,0.474196374,
G:\crater_flux_output_folders\output_0_10_0_75\P17_007532_1908_XI_10N351W_D02_028076_1915_XI_11N351W,P17_007532_1908_XI_10N351W_D02_028076_1915_XI_11N351W,-10133509.93,638728.0966,1856.508999,12,0.006463745,0.474163324,done
G:\crater_flux_output_folders\output_130_140_0_75\P17_007712_2201_XN_40N229W_B17_016441_2231_XN_43N230W,P17_007712_2201_XN_40N229W_B17_016441_2231_XN_43N230W,-2960887.215,2511173.122,33.44480452,9,0.269100093,0.474096447,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B09_012958_1453_XI_34S171W_D07_030008_1448_XN_35S171W,B09_012958_1453_XI_34S171W_D07_030008_1448_XN_35S171W,515766.6269,-2044542.538,273.4495529,5,0.018284908,0.474083751,done
G:\crater_flux_output_folders\output_80_90_-50_-25\B18_016720_1532_XN_26S277W_D22_035629_1505_XN_29S276W,B18_016720_1532_XN_26S277W_D22_035629_1505_XN_29S276W,-5744210.137,-1720620.07,406.2924615,0,0,0.474052787,
G:\crater_flux_output_folders\output_130_140_0_75\B20_017588_1912_XN_11N220W_D21_035363_1945_XN_14N220W,B20_017588_1912_XN_11N220W_D21_035363_1945_XN_14N220W,-2381049.054,702880.4891,177.4006131,8,0.045095673,0.474007189,done
G:\crater_flux_output_folders\output_80_90_-25_0\F02_036710_1750_XN_05S271W_J05_046653_1750_XN_05S271W,F02_036710_1750_XN_05S271W_J05_046653_1750_XN_05S271W,-5405062.855,-295840.2388,1093.470031,0,0,0.473999858,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B10_013446_1421_XN_37S173W_D10_031208_1410_XN_39S173W,B10_013446_1421_XN_37S173W_D10_031208_1410_XN_39S173W,362281.8195,-2229698.301,141.2736635,0,0,0.47389558,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\D20_034900_1578_XN_22S174W_J03_046043_1569_XN_23S175W,D20_034900_1578_XN_22S174W_J03_046043_1569_XN_23S175W,304427.92,-1325145.205,69.30403796,0,0,0.473869264,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\G22_026790_2242_XI_44N171W_D18_034148_2242_XI_44N171W,G22_026790_2242_XI_44N171W_D18_034148_2242_XI_44N171W,521058.6449,2600373.22,12142.55463,0,0,0.473786771,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\G18_025083_1306_XI_49S354W_D15_032942_1325_XN_47S355W,G18_025083_1306_XI_49S354W_D15_032942_1325_XN_47S355W,-10376926.02,-2841437.026,53.0155979,0,0,0.473752886,
G:\crater_flux_output_folders\output_-60_-50_-75_0\B22_018228_1622_XN_17S050W_G21_026443_1652_XI_14S050W,B22_018228_1622_XN_17S050W_G21_026443_1652_XI_14S050W,7700680.842,-1012572.516,24.33897422,6,0.246518195,0.473747611,done
G:\crater_flux_output_folders\output_0_10_0_75\G11_022498_1932_XN_13N351W_G12_022854_1933_XN_13N350W,G11_022498_1932_XN_13N351W_G12_022854_1933_XN_13N350W,-10121121.05,776202.6269,349.7988501,6,0.017152715,0.473735988,done
G:\crater_flux_output_folders\output_80_90_-50_-25\P07_003600_1565_XI_23S273W_J11_049066_1561_XN_23S272W,P07_003600_1565_XI_23S273W_J11_049066_1561_XN_23S272W,-5489678.393,-1484807.185,14.98127274,0,0,0.473733068,
G:\crater_flux_output_folders\output_130_140_0_75\G23_027214_1815_XN_01N220W_F21_044106_1800_XN_00N220W,G23_027214_1815_XN_01N220W_F21_044106_1800_XN_00N220W,-2375558.169,47443.68898,336.4668961,1,0.002972061,0.473649502,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B20_017270_1934_XN_13N178W_B19_016914_1953_XN_15N179W,B20_017270_1934_XN_13N178W_B19_016914_1953_XN_15N179W,82985.58933,815209.2002,11.05693489,0,0,0.473642617,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\P07_003702_1440_XN_36S176W_D10_031274_1409_XN_39S176W,P07_003702_1440_XN_36S176W_D10_031274_1409_XN_39S176W,232083.172,-2260728.412,514.1488758,10,0.019449619,0.473600745,done
G:\crater_flux_output_folders\output_0_10_0_75\F19_043201_2159_XN_35N358W_F21_043834_2159_XN_35N358W,F19_043201_2159_XN_35N358W_F21_043834_2159_XN_35N358W,-10561286.76,2111899.441,1474.826364,15,0.010170689,0.473554522,done
G:\crater_flux_output_folders\output_80_90_-50_-25\J07_047563_1488_XN_31S273W_J10_048565_1485_XN_31S273W,J07_047563_1488_XN_31S273W_J10_048565_1485_XN_31S273W,-5524696.517,-1846444.194,719.0244942,8,0.011126186,0.473516941,
G:\crater_flux_output_folders\output_-110_-100_-30_0\D06_029676_1622_XN_17S109W_F18_042968_1645_XN_15S110W,D06_029676_1622_XN_17S109W_F18_042968_1645_XN_15S110W,4157528.357,-926750.5504,208.4111875,11,0.052780276,0.473465413,done
G:\crater_flux_output_folders\output_0_10_0_75\G18_025175_1831_XN_03N355W_J20_052616_1831_XN_03N355W,G18_025175_1831_XN_03N355W_J20_052616_1831_XN_03N355W,-10397968.48,184236.5332,750.4041013,4,0.005330461,0.473437965,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\G18_025445_2242_XI_44N171W_D03_028333_2242_XI_44N171W,G18_025445_2242_XI_44N171W_D03_028333_2242_XI_44N171W,521485.0317,2598878.256,12245.63117,14,0.001143265,0.473395735,done
G:\crater_flux_output_folders\output_130_140_0_75\F19_043328_2279_XI_47N225W_J02_045438_2279_XI_47N225W,F19_043328_2279_XI_47N225W_J02_045438_2279_XI_47N225W,-2711066.051,2824491.458,5285.837196,3,0.000567554,0.473364562,done
G:\crater_flux_output_folders\output_130_140_0_75\P02_001765_2062_XN_26N222W_G03_019289_2039_XN_23N221W,P02_001765_2062_XN_26N222W_G03_019289_2039_XN_23N221W,-2502128.832,1518392.433,6.486267311,1,0.154171876,0.473306686,done
G:\crater_flux_output_folders\output_130_140_-75_0\D07_029891_1747_XN_05S221W_J06_046994_1719_XI_08S220W,D07_029891_1747_XN_05S221W_J06_046994_1719_XI_08S220W,-2439548.212,-396265.6113,41.35535916,0,0,0.473266512,
G:\crater_flux_output_folders\output_0_10_0_75\B19_017039_1854_XN_05N350W_G21_026388_1890_XN_09N351W,B19_017039_1854_XN_05N350W_G21_026388_1890_XN_09N351W,-10119628.58,393532.6219,73.20056149,13,0.177594266,0.473254174,done
G:\crater_flux_output_folders\output_-110_-100_30_60\F19_043284_2249_XN_44N104W_J19_052066_2245_XN_44N104W,F19_043284_2249_XN_44N104W_J19_052066_2245_XN_44N104W,4471985.658,2631910.455,73.95401962,8,0.108175324,0.473230243,done
G:\crater_flux_output_folders\output_80_90_-25_0\B18_016720_1532_XN_26S277W_G22_026636_1582_XN_21S277W,B18_016720_1532_XN_26S277W_G22_026636_1582_XN_21S277W,-5786625.43,-1426863.781,157.1845358,0,0,0.4732216,
G:\crater_flux_output_folders\output_130_140_-75_0\B18_016652_1588_XN_21S221W_G22_026779_1604_XN_19S221W,B18_016652_1588_XN_21S221W_G22_026779_1604_XN_19S221W,-2473798.681,-1185252.996,115.2830041,1,0.008674306,0.473139763,
G:\crater_flux_output_folders\output_130_140_-75_0\P18_008200_1554_XN_24S227W_D22_035970_1575_XN_22S227W,P18_008200_1554_XN_24S227W_D22_035970_1575_XN_22S227W,-2799225.716,-1367313.913,175.0320823,10,0.057132383,0.473132849,
G:\crater_flux_output_folders\output_-115_-110_-35_-25\B18_016648_1500_XN_30S111W_J03_045777_1483_XN_31S111W,B18_016648_1500_XN_30S111W_J03_045777_1483_XN_31S111W,4083755.26,-1817391.725,167.9550333,3,0.017861924,0.473112941,done
G:\crater_flux_output_folders\output_-115_-110_10_30\B10_013694_2131_XN_33N113W_B11_014050_2106_XN_30N112W,B10_013694_2131_XN_33N113W_B11_014050_2106_XN_30N112W,3988077.194,1774645.489,33.53399364,3,0.089461459,0.473054111,done
G:\crater_flux_output_folders\output_80_90_-50_-25\P03_002387_1506_XI_29S276W_G05_020122_1519_XN_28S276W,P03_002387_1506_XI_29S276W_G05_020122_1519_XN_28S276W,-5732752.088,-1663442.023,115.8081467,0,0,0.472995371,
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\B16_015912_1618_XN_18S179W_J21_052992_1608_XN_19S179W,B16_015912_1618_XN_18S179W_J21_052992_1608_XN_19S179W,58410.26886,-1106522.73,130.3425723,9,0.069048814,0.472934961,done
G:\crater_flux_output_folders\output_0_10_0_75\P17_007519_2147_XN_34N359W_P20_008956_2197_XN_39N000W,P17_007519_2147_XN_34N359W_P20_008956_2197_XN_39N000W,-10658181.6,2188277.421,122.1320009,2,0.016375725,0.472911,done
G:\crater_flux_output_folders\output_130_140_-75_0\B07_012393_1457_XI_34S225W_F07_038502_1460_XN_34S225W,B07_012393_1457_XI_34S225W_F07_038502_1460_XN_34S225W,-2690402.974,-2017148.185,429.6710918,0,0,0.472847611,
G:\crater_flux_output_folders\Impact_flux_project\output_80_90_0_75\P16_007437_2090_XN_29N278W_B03_010720_2073_XN_27N278W,P16_007437_2090_XN_29N278W_B03_010720_2073_XN_27N278W,-5832927.409,1626056.372,83.52307095,3,0.03591822,0.472804517,done
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_-75_0\P06_003346_1507_XN_29S178W_G06_020659_1505_XI_29S178W,P06_003346_1507_XN_29S178W_G06_020659_1505_XI_29S178W,108051.6181,-1734695.874,503.8888935,7,0.013891951,0.472768843,done
G:\crater_flux_output_folders\output_130_140_-75_0\J14_050080_1050_XN_75S222W_J14_050146_1045_XN_75S222W,J14_050080_1050_XN_75S222W_J14_050146_1045_XN_75S222W,8178.29486,894746.5101,3.00637098,0,0,0.472689301,
G:\crater_flux_output_folders\output_0_10_0_75\D16_033443_1827_XN_02N359W_F22_044454_1845_XI_04N000W,D16_033443_1827_XN_02N359W_F22_044454_1845_XI_04N000W,-10664110.28,167166.116,265.9929483,4,0.015037993,0.472596973,done
