ctxID,wholepath,output_folder,lat_min,lat_max,areakm2_original,areakm2_clipped
G10_022148_0957_XN_84S118W_G09_021726_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G10_022148_0957_XN_84S118W_G09_021726_0957_XN_84S117W,output_-115_-110_-85_-70,-84.482,-84.2953,19.0806,0.0
G09_021726_0957_XN_84S117W_D12_031774_0958_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G09_021726_0957_XN_84S117W_D12_031774_0958_XN_84S118W,output_-115_-110_-85_-70,-84.3702,-84.3038,1.6278,0.0
J09_048494_0994_XN_80S113W_J11_049285_0994_XN_80S110W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J09_048494_0994_XN_80S113W_J11_049285_0994_XN_80S110W,output_-115_-110_-85_-70,-81.4187,-79.8782,144.2785,0.0
P05_002936_0957_XI_84S118W_P10_005046_0956_XI_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_002936_0957_XI_84S118W_P10_005046_0956_XI_84S117W,output_-115_-110_-85_-70,-84.5264,-84.3648,16.0763,0.0
P04_002646_0957_XI_84S118W_P10_005046_0956_XI_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002646_0957_XI_84S118W_P10_005046_0956_XI_84S117W,output_-115_-110_-85_-70,-84.4914,-84.3319,14.1964,0.0
P10_005046_0956_XI_84S117W_J08_048046_0951_XN_84S112W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P10_005046_0956_XI_84S117W_J08_048046_0951_XN_84S112W,output_-115_-110_-85_-70,-85.0,-84.2227,302.9137,0.0
F12_040648_1005_XN_79S111W_J14_050287_1030_XI_77S113W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\F12_040648_1005_XN_79S111W_J14_050287_1030_XI_77S113W,output_-115_-110_-85_-70,-79.6309,-79.014,683.3919,0.0
B09_012983_0976_XN_82S111W_J13_049905_0992_XN_80S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B09_012983_0976_XN_82S111W_J13_049905_0992_XN_80S115W,output_-115_-110_-85_-70,-81.7933,-80.2703,636.9524,0.0
F12_040477_1005_XN_79S110W_J14_050287_1030_XI_77S113W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\F12_040477_1005_XN_79S110W_J14_050287_1030_XI_77S113W,output_-115_-110_-85_-70,-79.6309,-78.943,725.7881,0.0
J11_049035_0964_XN_83S115W_J10_048692_0966_XN_83S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J11_049035_0964_XN_83S115W_J10_048692_0966_XN_83S114W,output_-115_-110_-85_-70,-83.8382,-83.2059,280.8819,0.0
G05_020170_0957_XN_84S117W_J08_048046_0951_XN_84S112W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G05_020170_0957_XN_84S117W_J08_048046_0951_XN_84S112W,output_-115_-110_-85_-70,-84.5452,-84.3116,35.0561,0.0
P06_003345_0955_XI_84S115W_G08_021502_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003345_0955_XI_84S115W_G08_021502_0957_XN_84S117W,output_-115_-110_-85_-70,-84.518,-84.2576,54.66,0.0
P05_003160_0958_XI_84S117W_G10_022148_0957_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003160_0958_XI_84S117W_G10_022148_0957_XN_84S118W,output_-115_-110_-85_-70,-84.4858,-84.2953,27.4083,0.0
J09_048494_0994_XN_80S113W_J13_049760_0973_XI_82S107W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J09_048494_0994_XN_80S113W_J13_049760_0973_XI_82S107W,output_-115_-110_-85_-70,-81.5241,-80.632,1072.7448,0.0
B09_012983_0976_XN_82S111W_J10_048573_0995_XN_80S113W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B09_012983_0976_XN_82S111W_J10_048573_0995_XN_80S113W,output_-115_-110_-85_-70,-80.8949,-80.152,100.0156,0.0
G05_020170_0957_XN_84S117W_J12_049444_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G05_020170_0957_XN_84S117W_J12_049444_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4519,-84.3116,10.0067,0.0
P06_003213_0957_XI_84S118W_P09_004413_0957_XI_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003213_0957_XI_84S118W_P09_004413_0957_XI_84S118W,output_-115_-110_-85_-70,-84.5222,-84.3416,20.3024,0.0
P06_003402_0845_XI_84S115W_G09_021726_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003402_0845_XI_84S115W_G09_021726_0957_XN_84S117W,output_-115_-110_-85_-70,-84.482,-84.2949,26.2779,0.0
P05_003125_0845_XI_84S117W_G06_020592_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003125_0845_XI_84S117W_G06_020592_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4248,-84.3073,10.5578,0.0
P04_002567_0957_XI_84S118W_D12_031774_0958_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002567_0957_XI_84S118W_D12_031774_0958_XN_84S118W,output_-115_-110_-85_-70,-84.3702,-84.3038,1.3236,0.0
G05_020170_0957_XN_84S117W_D12_031774_0958_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G05_020170_0957_XN_84S117W_D12_031774_0958_XN_84S118W,output_-115_-110_-85_-70,-84.3702,-84.3116,0.8845,0.0
J10_048507_1000_XN_80S112W_J14_050287_1030_XI_77S113W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J10_048507_1000_XN_80S112W_J14_050287_1030_XI_77S113W,output_-115_-110_-85_-70,-79.6309,-79.3107,22.4026,0.0
B12_014341_1026_XN_77S115W_J11_048929_1001_XN_79S110W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B12_014341_1026_XN_77S115W_J11_048929_1001_XN_79S110W,output_-115_-110_-85_-70,-79.7442,-78.7266,369.8778,0.0
G06_020724_0957_XN_84S117W_D12_031774_0958_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G06_020724_0957_XN_84S117W_D12_031774_0958_XN_84S118W,output_-115_-110_-85_-70,-84.3702,-84.3038,3.2282,0.0
P11_005151_0951_XI_84S101W_G06_020407_0969_XN_83S112W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P11_005151_0951_XI_84S101W_G06_020407_0969_XN_83S112W,output_-115_-110_-85_-70,-83.8374,-83.8108,0.3376,0.0
J14_050287_1030_XI_77S113W_J13_049720_0993_XI_80S108W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J14_050287_1030_XI_77S113W_J13_049720_0993_XI_80S108W,output_-115_-110_-85_-70,-79.5976,-79.4105,95.8065,0.0
J09_048494_0994_XN_80S113W_J13_049984_0994_XN_80S112W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J09_048494_0994_XN_80S113W_J13_049984_0994_XN_80S112W,output_-115_-110_-85_-70,-81.5056,-79.6208,1766.7695,0.0
P05_003160_0958_XI_84S117W_G06_020592_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003160_0958_XI_84S117W_G06_020592_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4248,-84.3073,10.5577,0.0
P06_003402_0845_XI_84S115W_P10_004980_0945_XN_85S099W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003402_0845_XI_84S115W_P10_004980_0945_XN_85S099W,output_-115_-110_-85_-70,-84.4555,-84.1813,137.0061,0.0
G10_021937_0957_XN_84S117W_D12_031774_0958_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G10_021937_0957_XN_84S117W_D12_031774_0958_XN_84S118W,output_-115_-110_-85_-70,-84.3702,-84.3038,1.9229,0.0
G08_021502_0957_XN_84S117W_G10_021937_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G08_021502_0957_XN_84S117W_G10_021937_0957_XN_84S117W,output_-115_-110_-85_-70,-84.518,-84.2829,39.6639,0.0
J08_048085_1059_XN_74S114W_J09_048296_1038_XN_76S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J08_048085_1059_XN_74S114W_J09_048296_1038_XN_76S114W,output_-115_-110_-85_-70,-76.6387,-74.8018,451.3853,5.9598
G13_023136_1029_XN_77S109W_J09_048230_1041_XN_75S112W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G13_023136_1029_XN_77S109W_J09_048230_1041_XN_75S112W,output_-115_-110_-85_-70,-77.3123,-74.4329,539.7068,134.7264
P05_003068_0957_XI_84S118W_P07_003912_0957_XI_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003068_0957_XI_84S118W_P07_003912_0957_XI_84S117W,output_-115_-110_-85_-70,-84.4994,-84.321,17.8464,0.0
F11_040226_0993_XN_80S106W_J14_050287_1030_XI_77S113W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\F11_040226_0993_XN_80S106W_J14_050287_1030_XI_77S113W,output_-115_-110_-85_-70,-78.9994,-78.9825,3.3031,0.0
P05_003068_0957_XI_84S118W_P06_003213_0957_XI_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003068_0957_XI_84S118W_P06_003213_0957_XI_84S118W,output_-115_-110_-85_-70,-84.4994,-84.3416,17.1901,0.0
G07_020948_0957_XN_84S117W_J12_049444_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G07_020948_0957_XN_84S117W_J12_049444_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4519,-84.3071,10.7748,0.0
B11_013959_0961_XN_83S114W_J09_048257_0962_XN_83S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B11_013959_0961_XN_83S114W_J09_048257_0962_XN_83S114W,output_-115_-110_-85_-70,-84.4111,-82.5269,187.0835,0.0
P10_005046_0956_XI_84S117W_J09_048323_0946_XN_85S108W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P10_005046_0956_XI_84S117W_J09_048323_0946_XN_85S108W,output_-115_-110_-85_-70,-85.0,-84.8144,124.2054,0.0
P04_002646_0957_XI_84S118W_P06_003402_0845_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002646_0957_XI_84S118W_P06_003402_0845_XI_84S115W,output_-115_-110_-85_-70,-84.4914,-84.3319,14.1918,0.0
G06_020724_0957_XN_84S117W_G09_021726_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G06_020724_0957_XN_84S117W_G09_021726_0957_XN_84S117W,output_-115_-110_-85_-70,-84.482,-84.2949,25.9799,0.0
B12_014275_0996_XN_80S109W_J09_048296_1038_XN_76S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B12_014275_0996_XN_80S109W_J09_048296_1038_XN_76S114W,output_-115_-110_-85_-70,-78.2255,-77.67,324.9955,0.0
F09_039501_0981_XN_81S110W_J13_049905_0992_XN_80S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\F09_039501_0981_XN_81S110W_J13_049905_0992_XN_80S115W,output_-115_-110_-85_-70,-81.7547,-80.7766,98.6232,0.0
P05_003068_0957_XI_84S118W_G07_020948_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003068_0957_XI_84S118W_G07_020948_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4994,-84.321,17.8464,0.0
P07_003925_0958_XI_84S115W_D06_029585_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P07_003925_0958_XI_84S115W_D06_029585_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5661,-84.343,33.3459,0.0
B09_012983_0976_XN_82S111W_B12_014262_1016_XN_78S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B09_012983_0976_XN_82S111W_B12_014262_1016_XN_78S117W,output_-115_-110_-85_-70,-80.9136,-79.9431,342.9553,0.0
P05_002936_0957_XI_84S118W_D06_029585_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_002936_0957_XI_84S118W_D06_029585_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5264,-84.3648,16.0698,0.0
P06_003402_0845_XI_84S115W_P07_003925_0958_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003402_0845_XI_84S115W_P07_003925_0958_XI_84S115W,output_-115_-110_-85_-70,-84.6216,-84.0229,348.0506,0.0
P06_003345_0955_XI_84S115W_B08_012680_0983_XN_81S122W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003345_0955_XI_84S115W_B08_012680_0983_XN_81S122W,output_-115_-110_-85_-70,-84.1822,-84.1421,0.3147,0.0
P04_002567_0957_XI_84S118W_P05_003147_0955_XI_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002567_0957_XI_84S118W_P05_003147_0955_XI_84S117W,output_-115_-110_-85_-70,-84.5439,-84.3978,15.028,0.0
P04_002646_0957_XI_84S118W_P05_003068_0957_XI_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002646_0957_XI_84S118W_P05_003068_0957_XI_84S118W,output_-115_-110_-85_-70,-84.4914,-84.3319,14.1918,0.0
B12_014275_0996_XN_80S109W_F12_040648_1005_XN_79S111W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B12_014275_0996_XN_80S109W_F12_040648_1005_XN_79S111W,output_-115_-110_-85_-70,-79.7778,-79.0145,223.8723,0.0
P05_003147_0955_XI_84S117W_G10_021937_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003147_0955_XI_84S117W_G10_021937_0957_XN_84S117W,output_-115_-110_-85_-70,-84.7294,-84.3978,69.8521,0.0
G05_020170_0957_XN_84S117W_J12_049431_0962_XN_83S126W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G05_020170_0957_XN_84S117W_J12_049431_0962_XN_83S126W,output_-115_-110_-85_-70,-84.5499,-84.4139,13.701,0.0
D13_032182_1030_XN_77S112W_J09_048296_1038_XN_76S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\D13_032182_1030_XN_77S112W_J09_048296_1038_XN_76S114W,output_-115_-110_-85_-70,-76.6349,-75.0696,35.7392,0.0
P06_003424_0957_XI_84S118W_G06_020592_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003424_0957_XI_84S118W_G06_020592_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4248,-84.335,3.5388,0.0
B08_012851_0977_XN_82S108W_J13_049984_0994_XN_80S112W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B08_012851_0977_XN_82S108W_J13_049984_0994_XN_80S112W,output_-115_-110_-85_-70,-81.2733,-79.6698,813.6321,0.0
P05_002936_0957_XI_84S118W_G06_020592_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_002936_0957_XI_84S118W_G06_020592_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4248,-84.3648,1.4886,0.0
G08_021502_0957_XN_84S117W_J12_049431_0962_XN_83S126W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G08_021502_0957_XN_84S117W_J12_049431_0962_XN_83S126W,output_-115_-110_-85_-70,-84.518,-84.4139,7.564,0.0
P05_003125_0845_XI_84S117W_G07_020948_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003125_0845_XI_84S117W_G07_020948_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5235,-84.3071,25.8979,0.0
F12_040450_0971_XN_82S109W_J14_050406_0967_XI_83S107W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\F12_040450_0971_XN_82S109W_J14_050406_0967_XI_83S107W,output_-115_-110_-85_-70,-82.6322,-82.5279,460.7058,0.0
P10_005046_0956_XI_84S117W_J14_050077_0945_XN_85S110W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P10_005046_0956_XI_84S117W_J14_050077_0945_XN_85S110W,output_-115_-110_-85_-70,-85.0,-84.9612,6.2932,0.0
P05_003147_0955_XI_84S117W_P06_003402_0845_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003147_0955_XI_84S117W_P06_003402_0845_XI_84S115W,output_-115_-110_-85_-70,-84.7829,-84.3978,66.6418,0.0
J09_048257_0962_XN_83S114W_J10_048758_0965_XN_83S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J09_048257_0962_XN_83S114W_J10_048758_0965_XN_83S115W,output_-115_-110_-85_-70,-83.9099,-82.996,294.9668,0.0
P07_003912_0957_XI_84S117W_G05_020170_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P07_003912_0957_XI_84S117W_G05_020170_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5499,-84.3116,38.675,0.0
P08_004333_1029_XI_77S110W_J08_048085_1059_XN_74S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P08_004333_1029_XI_77S110W_J08_048085_1059_XN_74S114W,output_-115_-110_-85_-70,-76.0825,-75.7769,5.7979,0.0
P04_002567_0957_XI_84S118W_P08_004202_0957_XI_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002567_0957_XI_84S118W_P08_004202_0957_XI_84S118W,output_-115_-110_-85_-70,-84.5329,-84.3292,30.5491,0.0
P06_003424_0957_XI_84S118W_P10_005046_0956_XI_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003424_0957_XI_84S118W_P10_005046_0956_XI_84S117W,output_-115_-110_-85_-70,-84.5174,-84.335,20.0444,0.0
P07_003912_0957_XI_84S117W_G07_020948_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P07_003912_0957_XI_84S117W_G07_020948_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5995,-84.3071,57.3099,0.0
P07_003780_0957_XI_84S118W_D12_031774_0958_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P07_003780_0957_XI_84S118W_D12_031774_0958_XN_84S118W,output_-115_-110_-85_-70,-84.3702,-84.3443,0.0303,0.0
P06_003213_0957_XI_84S118W_G08_021502_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003213_0957_XI_84S118W_G08_021502_0957_XN_84S117W,output_-115_-110_-85_-70,-84.518,-84.3416,18.1306,0.0
G14_023690_1034_XN_76S115W_J09_048296_1038_XN_76S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G14_023690_1034_XN_76S115W_J09_048296_1038_XN_76S114W,output_-115_-110_-85_-70,-78.2256,-75.7132,919.0289,0.0
P05_002936_0957_XI_84S118W_P06_003345_0955_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_002936_0957_XI_84S118W_P06_003345_0955_XI_84S115W,output_-115_-110_-85_-70,-84.5264,-84.3648,16.0662,0.0
P05_003147_0955_XI_84S117W_G06_020724_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003147_0955_XI_84S117W_G06_020724_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5375,-84.3978,10.3377,0.0
P08_004043_1026_XI_77S110W_J09_048230_1041_XN_75S112W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P08_004043_1026_XI_77S110W_J09_048230_1041_XN_75S112W,output_-115_-110_-85_-70,-77.7857,-75.547,2829.9214,0.0
P05_002936_0957_XI_84S118W_G05_020170_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_002936_0957_XI_84S118W_G05_020170_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5264,-84.3648,16.0662,0.0
J08_048046_0951_XN_84S112W_J12_049444_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J08_048046_0951_XN_84S112W_J12_049444_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4519,-84.2831,22.3282,0.0
P08_004043_1026_XI_77S110W_J08_048085_1059_XN_74S114W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P08_004043_1026_XI_77S110W_J08_048085_1059_XN_74S114W,output_-115_-110_-85_-70,-76.5941,-75.5677,1039.654,0.0
J13_049760_0973_XI_82S107W_J13_049984_0994_XN_80S112W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\J13_049760_0973_XI_82S107W_J13_049984_0994_XN_80S112W,output_-115_-110_-85_-70,-81.5927,-80.632,0.6073,0.0
P11_005151_0951_XI_84S101W_J09_048257_0962_XN_83S114W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P11_005151_0951_XI_84S101W_J09_048257_0962_XN_83S114W,output_-115_-110_-85_-70,-83.8374,-83.8108,442.5849,0.0
P05_003068_0957_XI_84S118W_P06_003345_0955_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003068_0957_XI_84S118W_P06_003345_0955_XI_84S115W,output_-115_-110_-85_-70,-84.4994,-84.321,17.8423,0.0
P09_004413_0957_XI_84S118W_G09_021726_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P09_004413_0957_XI_84S118W_G09_021726_0957_XN_84S117W,output_-115_-110_-85_-70,-84.482,-84.3248,13.4054,0.0
P09_004413_0957_XI_84S118W_G06_020592_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P09_004413_0957_XI_84S118W_G06_020592_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4248,-84.3248,4.2566,0.0
P05_003068_0957_XI_84S118W_P07_003925_0958_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003068_0957_XI_84S118W_P07_003925_0958_XI_84S115W,output_-115_-110_-85_-70,-84.4994,-84.321,17.843,0.0
P10_005046_0956_XI_84S117W_D06_029585_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P10_005046_0956_XI_84S117W_D06_029585_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5661,-84.343,33.3591,0.0
P06_003213_0957_XI_84S118W_G10_021937_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003213_0957_XI_84S118W_G10_021937_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5255,-84.3416,21.3443,0.0
J12_049338_0969_XN_83S111W_J14_050393_1001_XI_79S119W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\J12_049338_0969_XN_83S111W_J14_050393_1001_XI_79S119W,output_-115_-110_-85_-70,-82.4392,-82.149,201.8969,0.0
B07_012390_0959_XN_84S117W_D06_029585_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\B07_012390_0959_XN_84S117W_D06_029585_0957_XN_84S117W,output_-115_-110_-85_-70,-84.3868,-84.343,1.2736,0.0
P05_003160_0958_XI_84S117W_P06_003402_0845_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003160_0958_XI_84S117W_P06_003402_0845_XI_84S115W,output_-115_-110_-85_-70,-84.5858,-84.1668,107.2359,0.0
G05_020170_0957_XN_84S117W_G10_021937_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\G05_020170_0957_XN_84S117W_G10_021937_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5499,-84.3116,35.3189,0.0
P10_004980_0945_XN_85S099W_J09_048257_0962_XN_83S114W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P10_004980_0945_XN_85S099W_J09_048257_0962_XN_83S114W,output_-115_-110_-85_-70,-84.4111,-84.091,343.9688,0.0
P05_003160_0958_XI_84S117W_P07_003925_0958_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003160_0958_XI_84S117W_P07_003925_0958_XI_84S115W,output_-115_-110_-85_-70,-84.5858,-84.1668,107.2359,0.0
P04_002567_0957_XI_84S118W_P04_002646_0957_XI_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002567_0957_XI_84S118W_P04_002646_0957_XI_84S118W,output_-115_-110_-85_-70,-84.4914,-84.3319,18.5656,0.0
P06_003402_0845_XI_84S115W_G05_020170_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003402_0845_XI_84S115W_G05_020170_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5499,-84.3116,41.3627,0.0
B11_013959_0961_XN_83S114W_B08_012614_0971_XN_82S115W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\B11_013959_0961_XN_83S114W_B08_012614_0971_XN_82S115W,output_-115_-110_-85_-70,-84.086,-82.477,29.9373,0.0
P07_003780_0957_XI_84S118W_J12_049444_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P07_003780_0957_XI_84S118W_J12_049444_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4519,-84.3443,5.6919,0.0
B08_012851_0977_XN_82S108W_J11_049285_0994_XN_80S110W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\B08_012851_0977_XN_82S108W_J11_049285_0994_XN_80S110W,output_-115_-110_-85_-70,-81.2733,-79.6733,228.4395,0.0
P05_003147_0955_XI_84S117W_J12_049431_0962_XN_83S126W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003147_0955_XI_84S117W_J12_049431_0962_XN_83S126W,output_-115_-110_-85_-70,-84.8412,-84.4139,132.8001,0.0
B09_012983_0976_XN_82S111W_J10_048705_0975_XN_82S111W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\B09_012983_0976_XN_82S111W_J10_048705_0975_XN_82S111W,output_-115_-110_-85_-70,-82.4812,-82.0074,119.8352,0.0
P06_003424_0957_XI_84S118W_D06_029585_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003424_0957_XI_84S118W_D06_029585_0957_XN_84S117W,output_-115_-110_-85_-70,-84.5174,-84.343,19.0828,0.0
P05_003068_0957_XI_84S118W_G10_021937_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003068_0957_XI_84S118W_G10_021937_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4994,-84.321,17.843,0.0
P04_002567_0957_XI_84S118W_G10_022148_0957_XN_84S118W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002567_0957_XI_84S118W_G10_022148_0957_XN_84S118W,output_-115_-110_-85_-70,-84.4858,-84.2969,19.9275,0.0
P06_003402_0845_XI_84S115W_G07_020948_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P06_003402_0845_XI_84S115W_G07_020948_0957_XN_84S117W,output_-115_-110_-85_-70,-84.673,-84.3071,95.7291,0.0
D12_031826_1031_XN_76S114W_J11_048929_1001_XN_79S110W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\D12_031826_1031_XN_76S114W_J11_048929_1001_XN_79S110W,output_-115_-110_-85_-70,-78.733,-78.6726,2.8908,0.0
P04_002646_0957_XI_84S118W_G07_020948_0957_XN_84S117W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P04_002646_0957_XI_84S118W_G07_020948_0957_XN_84S117W,output_-115_-110_-85_-70,-84.4914,-84.3319,14.1903,0.0
P05_003125_0845_XI_84S117W_P06_003402_0845_XI_84S115W,G:\crater_flux_output_folders\output_-115_-110_-85_-70\P05_003125_0845_XI_84S117W_P06_003402_0845_XI_84S115W,output_-115_-110_-85_-70,-84.5235,-84.1481,117.6834,0.0
