ctxID,wholepath,output_folder,lat_min,lat_max,areakm2_original,areakm2_clipped
D21_035266_2595_XN_79N110W_F23_044932_2597_XN_79N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\D21_035266_2595_XN_79N110W_F23_044932_2597_XN_79N112W,output_-115_-110_50_85,79.2816,79.7533,276.7786,0.0
D21_035266_2595_XN_79N110W_F23_044866_2601_XN_80N112W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035266_2595_XN_79N110W_F23_044866_2601_XN_80N112W,output_-115_-110_50_85,79.6392,79.8035,3.7594,0.0
D21_035266_2595_XN_79N110W_J16_051103_2596_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\D21_035266_2595_XN_79N110W_J16_051103_2596_XN_79N110W,output_-115_-110_50_85,79.0293,79.8035,700.7519,0.0
D20_035173_2644_XN_84N107W_D21_035529_2646_XN_84N109W,G:\crater_flux_output_folders\output_-110_-100_60_85\D20_035173_2644_XN_84N107W_D21_035529_2646_XN_84N109W,output_-115_-110_50_85,84.3364,84.6064,492.189,0.0
D20_035173_2644_XN_84N107W_F01_036004_2644_XN_84N106W,G:\crater_flux_output_folders\output_-110_-100_60_85\D20_035173_2644_XN_84N107W_F01_036004_2644_XN_84N106W,output_-115_-110_50_85,84.5428,84.5584,1062.0127,0.0
D20_035173_2644_XN_84N107W_D22_035951_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D20_035173_2644_XN_84N107W_D22_035951_2644_XN_84N107W,output_-115_-110_50_85,84.3396,84.6033,50.1168,0.0
D20_035173_2644_XN_84N107W_F01_036043_2644_XN_84N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\D20_035173_2644_XN_84N107W_F01_036043_2644_XN_84N105W,output_-115_-110_50_85,84.3944,84.4609,1038.5982,0.0
D20_035173_2644_XN_84N107W_D22_035595_2645_XN_84N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\D20_035173_2644_XN_84N107W_D22_035595_2645_XN_84N108W,output_-115_-110_50_85,84.3364,84.6064,806.1055,0.0
D20_035173_2644_XN_84N107W_F01_036294_2649_XN_84N112W,G:\crater_flux_output_folders\output_-110_-100_60_85\D20_035173_2644_XN_84N107W_F01_036294_2649_XN_84N112W,output_-115_-110_50_85,84.3374,84.6064,253.5926,0.0
D20_035173_2644_XN_84N107W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D20_035173_2644_XN_84N107W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.3364,84.6064,50.8702,0.0
D20_035173_2644_XN_84N107W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D20_035173_2644_XN_84N107W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.3488,84.6064,46.2233,0.0
D20_035173_2644_XN_84N107W_F23_044861_2756_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D20_035173_2644_XN_84N107W_F23_044861_2756_XN_84N107W,output_-115_-110_50_85,84.3364,84.3884,1060.181,0.0
D20_035173_2644_XN_84N107W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D20_035173_2644_XN_84N107W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3364,84.6064,1260.6832,0.0
D20_035173_2644_XN_84N107W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D20_035173_2644_XN_84N107W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.3364,84.6064,50.8702,0.0
D21_035529_2646_XN_84N109W_F01_036373_2652_XN_85N113W,G:\crater_flux_output_folders\output_-115_-110_50_85\D21_035529_2646_XN_84N109W_F01_036373_2652_XN_85N113W,output_-115_-110_50_85,84.607,84.9826,221.2214,0.0
D21_035529_2646_XN_84N109W_F01_036004_2644_XN_84N106W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035529_2646_XN_84N109W_F01_036004_2644_XN_84N106W,output_-115_-110_50_85,84.5428,84.5584,364.3905,0.0
D21_035529_2646_XN_84N109W_D22_035951_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D21_035529_2646_XN_84N109W_D22_035951_2644_XN_84N107W,output_-115_-110_50_85,84.3396,84.6033,54.1286,0.0
D21_035529_2646_XN_84N109W_F01_036043_2644_XN_84N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035529_2646_XN_84N109W_F01_036043_2644_XN_84N105W,output_-115_-110_50_85,84.3944,84.4609,362.8615,0.0
D21_035529_2646_XN_84N109W_D22_035595_2645_XN_84N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035529_2646_XN_84N109W_D22_035595_2645_XN_84N108W,output_-115_-110_50_85,84.19,84.8126,638.0973,0.0
D21_035529_2646_XN_84N109W_F01_036294_2649_XN_84N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\D21_035529_2646_XN_84N109W_F01_036294_2649_XN_84N112W,output_-115_-110_50_85,84.2699,84.9826,580.2922,0.0
D21_035529_2646_XN_84N109W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035529_2646_XN_84N109W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.296,84.9826,665.9368,0.0
D21_035529_2646_XN_84N109W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035529_2646_XN_84N109W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.3488,84.6117,488.1223,0.0
D21_035529_2646_XN_84N109W_F23_044861_2756_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035529_2646_XN_84N109W_F23_044861_2756_XN_84N107W,output_-115_-110_50_85,84.1452,84.3884,461.7119,0.0
D21_035529_2646_XN_84N109W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D21_035529_2646_XN_84N109W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3227,84.7878,166.1015,0.0
D21_035529_2646_XN_84N109W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D21_035529_2646_XN_84N109W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.2847,84.9826,669.0485,0.0
F02_036598_2595_XN_79N114W_D22_035912_2597_XN_79N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\F02_036598_2595_XN_79N114W_D22_035912_2597_XN_79N112W,output_-115_-110_50_85,79.186,79.853,151.5349,0.0
F02_036598_2595_XN_79N114W_D22_035899_2593_XN_79N113W,G:\crater_flux_output_folders\output_-115_-110_50_85\F02_036598_2595_XN_79N114W_D22_035899_2593_XN_79N113W,output_-115_-110_50_85,79.097,79.5553,376.9815,0.0
F02_036598_2595_XN_79N114W_F23_044919_2594_XN_79N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F02_036598_2595_XN_79N114W_F23_044919_2594_XN_79N114W,output_-115_-110_50_85,79.0621,79.7137,616.2098,0.0
F02_036598_2595_XN_79N114W_F23_044932_2597_XN_79N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\F02_036598_2595_XN_79N114W_F23_044932_2597_XN_79N112W,output_-115_-110_50_85,79.166,79.853,152.5022,0.0
F02_036598_2595_XN_79N114W_J02_045460_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F02_036598_2595_XN_79N114W_J02_045460_2601_XN_80N114W,output_-115_-110_50_85,79.6191,79.853,140.2626,0.0
F02_036598_2595_XN_79N114W_J02_045552_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F02_036598_2595_XN_79N114W_J02_045552_2601_XN_80N114W,output_-115_-110_50_85,79.515,79.853,215.8272,0.0
F01_036373_2652_XN_85N113W_D22_035595_2645_XN_84N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036373_2652_XN_85N113W_D22_035595_2645_XN_84N108W,output_-115_-110_50_85,84.607,84.8126,39.4068,0.0
F01_036373_2652_XN_85N113W_F01_036294_2649_XN_84N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\F01_036373_2652_XN_85N113W_F01_036294_2649_XN_84N112W,output_-115_-110_50_85,84.607,85.0001,420.138,0.0
F01_036373_2652_XN_85N113W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F01_036373_2652_XN_85N113W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.6169,85.0001,290.1204,0.0
F01_036373_2652_XN_85N113W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F01_036373_2652_XN_85N113W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.6317,84.7878,25.0247,0.0
F01_036373_2652_XN_85N113W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036373_2652_XN_85N113W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.6157,85.0001,125.9028,0.0
F01_036004_2644_XN_84N106W_D22_035951_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036004_2644_XN_84N106W_D22_035951_2644_XN_84N107W,output_-115_-110_50_85,84.5428,84.5584,1047.7444,0.0
F01_036004_2644_XN_84N106W_D22_035595_2645_XN_84N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036004_2644_XN_84N106W_D22_035595_2645_XN_84N108W,output_-115_-110_50_85,84.5428,84.5584,620.3562,0.0
F01_036004_2644_XN_84N106W_F01_036294_2649_XN_84N112W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036004_2644_XN_84N106W_F01_036294_2649_XN_84N112W,output_-115_-110_50_85,84.5428,84.5584,169.5919,0.0
F01_036004_2644_XN_84N106W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036004_2644_XN_84N106W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.5428,84.5584,1131.2763,0.0
F01_036004_2644_XN_84N106W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036004_2644_XN_84N106W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.5428,84.5584,1046.1822,0.0
F01_036004_2644_XN_84N106W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036004_2644_XN_84N106W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.5428,84.5584,1115.8561,0.0
F01_036004_2644_XN_84N106W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036004_2644_XN_84N106W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.5428,84.5584,1111.7735,0.0
D22_035951_2644_XN_84N107W_F01_036043_2644_XN_84N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035951_2644_XN_84N107W_F01_036043_2644_XN_84N105W,output_-115_-110_50_85,84.3944,84.4609,1039.9529,0.0
D22_035951_2644_XN_84N107W_D22_035595_2645_XN_84N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035951_2644_XN_84N107W_D22_035595_2645_XN_84N108W,output_-115_-110_50_85,84.3396,84.6033,799.5802,0.0
D22_035951_2644_XN_84N107W_F01_036294_2649_XN_84N112W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035951_2644_XN_84N107W_F01_036294_2649_XN_84N112W,output_-115_-110_50_85,84.3396,84.6033,249.955,0.0
D22_035951_2644_XN_84N107W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035951_2644_XN_84N107W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.3396,84.6033,1231.0834,0.0
D22_035951_2644_XN_84N107W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035951_2644_XN_84N107W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.3488,84.6033,45.3074,0.0
D22_035951_2644_XN_84N107W_F23_044861_2756_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035951_2644_XN_84N107W_F23_044861_2756_XN_84N107W,output_-115_-110_50_85,84.3396,84.3884,1053.4725,0.0
D22_035951_2644_XN_84N107W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035951_2644_XN_84N107W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3396,84.6033,50.2584,0.0
D22_035951_2644_XN_84N107W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035951_2644_XN_84N107W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.3396,84.6033,50.2584,0.0
D22_035912_2597_XN_79N112W_D22_035899_2593_XN_79N113W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035912_2597_XN_79N112W_D22_035899_2593_XN_79N113W,output_-115_-110_50_85,79.186,79.631,408.0615,0.0
D22_035912_2597_XN_79N112W_F23_044919_2594_XN_79N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035912_2597_XN_79N112W_F23_044919_2594_XN_79N114W,output_-115_-110_50_85,79.186,79.732,223.1835,0.0
D22_035912_2597_XN_79N112W_F23_044932_2597_XN_79N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035912_2597_XN_79N112W_F23_044932_2597_XN_79N112W,output_-115_-110_50_85,79.186,80.0238,1332.2662,0.0
D22_035912_2597_XN_79N112W_F23_044866_2601_XN_80N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035912_2597_XN_79N112W_F23_044866_2601_XN_80N112W,output_-115_-110_50_85,79.59,80.045,409.7573,0.0
D22_035912_2597_XN_79N112W_J02_045460_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035912_2597_XN_79N112W_J02_045460_2601_XN_80N114W,output_-115_-110_50_85,79.6463,79.9544,235.3808,0.0
D22_035912_2597_XN_79N112W_J02_045552_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035912_2597_XN_79N112W_J02_045552_2601_XN_80N114W,output_-115_-110_50_85,79.572,79.958,326.8257,0.0
D22_035912_2597_XN_79N112W_J16_051103_2596_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035912_2597_XN_79N112W_J16_051103_2596_XN_79N110W,output_-115_-110_50_85,79.3073,79.8474,332.4505,0.0
F01_036043_2644_XN_84N105W_D22_035595_2645_XN_84N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036043_2644_XN_84N105W_D22_035595_2645_XN_84N108W,output_-115_-110_50_85,84.3944,84.4609,629.724,0.0
F01_036043_2644_XN_84N105W_F01_036294_2649_XN_84N112W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036043_2644_XN_84N105W_F01_036294_2649_XN_84N112W,output_-115_-110_50_85,84.3944,84.4609,157.8501,0.0
F01_036043_2644_XN_84N105W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036043_2644_XN_84N105W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.3944,84.4609,1129.9911,0.0
F01_036043_2644_XN_84N105W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036043_2644_XN_84N105W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.3944,84.4609,1040.7151,0.0
F01_036043_2644_XN_84N105W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036043_2644_XN_84N105W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3944,84.4609,1093.7619,0.0
F01_036043_2644_XN_84N105W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036043_2644_XN_84N105W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.3944,84.4609,1111.2511,0.0
D22_035899_2593_XN_79N113W_F23_044919_2594_XN_79N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035899_2593_XN_79N113W_F23_044919_2594_XN_79N114W,output_-115_-110_50_85,78.9527,79.573,639.9876,0.0
D22_035899_2593_XN_79N113W_F23_044932_2597_XN_79N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035899_2593_XN_79N113W_F23_044932_2597_XN_79N112W,output_-115_-110_50_85,79.166,79.631,434.923,0.0
D22_035899_2593_XN_79N113W_F23_044866_2601_XN_80N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035899_2593_XN_79N113W_F23_044866_2601_XN_80N112W,output_-115_-110_50_85,79.59,79.631,3.3388,0.0
D22_035595_2645_XN_84N108W_F01_036294_2649_XN_84N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\D22_035595_2645_XN_84N108W_F01_036294_2649_XN_84N112W,output_-115_-110_50_85,84.3008,84.8126,273.9111,0.0
D22_035595_2645_XN_84N108W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035595_2645_XN_84N108W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.296,84.8126,993.8145,0.0
D22_035595_2645_XN_84N108W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035595_2645_XN_84N108W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.3488,84.6117,806.883,0.0
D22_035595_2645_XN_84N108W_F23_044861_2756_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035595_2645_XN_84N108W_F23_044861_2756_XN_84N107W,output_-115_-110_50_85,84.19,84.3884,817.0,0.0
D22_035595_2645_XN_84N108W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035595_2645_XN_84N108W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3227,84.7878,967.5959,0.0
D22_035595_2645_XN_84N108W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\D22_035595_2645_XN_84N108W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.2847,84.8126,1000.8092,0.0
F01_036294_2649_XN_84N112W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F01_036294_2649_XN_84N112W_F03_037085_2645_XN_84N107W,output_-115_-110_50_85,84.3268,85.0001,456.4124,0.0
F01_036294_2649_XN_84N112W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036294_2649_XN_84N112W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.3488,84.6117,243.2318,0.0
F01_036294_2649_XN_84N112W_F23_044861_2756_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036294_2649_XN_84N112W_F23_044861_2756_XN_84N107W,output_-115_-110_50_85,84.3172,84.3884,182.49,0.0
F01_036294_2649_XN_84N112W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F01_036294_2649_XN_84N112W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.334,84.7878,342.2091,0.0
F01_036294_2649_XN_84N112W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F01_036294_2649_XN_84N112W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.3241,85.0001,449.0536,0.0
F03_037085_2645_XN_84N107W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F03_037085_2645_XN_84N107W_F21_044193_2644_XN_84N107W,output_-115_-110_50_85,84.3488,84.6117,1231.0872,0.0
F03_037085_2645_XN_84N107W_F23_044861_2756_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F03_037085_2645_XN_84N107W_F23_044861_2756_XN_84N107W,output_-115_-110_50_85,84.296,84.3884,1056.1879,0.0
F03_037085_2645_XN_84N107W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F03_037085_2645_XN_84N107W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3227,84.7878,155.8779,0.0
F03_037085_2645_XN_84N107W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F03_037085_2645_XN_84N107W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.296,85.0001,1697.3051,0.0
F23_044919_2594_XN_79N114W_F23_044932_2597_XN_79N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044919_2594_XN_79N114W_F23_044932_2597_XN_79N112W,output_-115_-110_50_85,79.166,79.732,229.071,0.0
F23_044919_2594_XN_79N114W_J02_045460_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044919_2594_XN_79N114W_J02_045460_2601_XN_80N114W,output_-115_-110_50_85,79.6191,79.732,44.5484,0.0
F23_044919_2594_XN_79N114W_J02_045552_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044919_2594_XN_79N114W_J02_045552_2601_XN_80N114W,output_-115_-110_50_85,79.515,79.732,133.9324,0.0
F23_044932_2597_XN_79N112W_F23_044866_2601_XN_80N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044932_2597_XN_79N112W_F23_044866_2601_XN_80N112W,output_-115_-110_50_85,79.59,80.025,388.2003,0.0
F23_044932_2597_XN_79N112W_J02_045460_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044932_2597_XN_79N112W_J02_045460_2601_XN_80N114W,output_-115_-110_50_85,79.647,79.9357,213.9806,0.0
F23_044932_2597_XN_79N112W_J02_045552_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044932_2597_XN_79N112W_J02_045552_2601_XN_80N114W,output_-115_-110_50_85,79.5726,79.9401,303.8992,0.0
F23_044932_2597_XN_79N112W_J16_051103_2596_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044932_2597_XN_79N112W_J16_051103_2596_XN_79N110W,output_-115_-110_50_85,79.2842,79.8473,340.7176,0.0
F21_044193_2644_XN_84N107W_F23_044861_2756_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\F21_044193_2644_XN_84N107W_F23_044861_2756_XN_84N107W,output_-115_-110_50_85,84.3488,84.3884,1059.0677,0.0
F21_044193_2644_XN_84N107W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F21_044193_2644_XN_84N107W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3488,84.6117,44.33,0.0
F21_044193_2644_XN_84N107W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F21_044193_2644_XN_84N107W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.3488,84.6117,44.33,0.0
F22_044299_2580_XN_78N108W_F22_044457_2580_XN_78N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\F22_044299_2580_XN_78N108W_F22_044457_2580_XN_78N108W,output_-115_-110_50_85,77.8339,78.5978,2543.0957,0.0
F22_044299_2580_XN_78N108W_F23_044853_2582_XN_78N109W,G:\crater_flux_output_folders\output_-115_-110_50_85\F22_044299_2580_XN_78N108W_F23_044853_2582_XN_78N109W,output_-115_-110_50_85,77.8339,78.4868,181.6839,0.0
F22_044299_2580_XN_78N108W_J01_045011_2582_XN_78N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\F22_044299_2580_XN_78N108W_J01_045011_2582_XN_78N108W,output_-115_-110_50_85,77.8567,78.473,1565.1457,0.0
F22_044457_2580_XN_78N108W_F23_044853_2582_XN_78N109W,G:\crater_flux_output_folders\output_-110_-100_60_85\F22_044457_2580_XN_78N108W_F23_044853_2582_XN_78N109W,output_-115_-110_50_85,77.8213,78.4868,1530.0212,0.0
F22_044457_2580_XN_78N108W_J01_045011_2582_XN_78N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\F22_044457_2580_XN_78N108W_J01_045011_2582_XN_78N108W,output_-115_-110_50_85,77.8567,78.473,1649.3506,0.0
F23_044853_2582_XN_78N109W_J01_045011_2582_XN_78N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\F23_044853_2582_XN_78N109W_J01_045011_2582_XN_78N108W,output_-115_-110_50_85,77.8567,78.473,1514.334,0.0
F23_044861_2756_XN_84N107W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044861_2756_XN_84N107W_J02_045604_2644_XN_84N107W,output_-115_-110_50_85,84.3227,84.3884,2.1966,0.0
F23_044861_2756_XN_84N107W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044861_2756_XN_84N107W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.2847,84.3884,5.6427,0.0
F23_044866_2601_XN_80N112W_J02_045460_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044866_2601_XN_80N112W_J02_045460_2601_XN_80N114W,output_-115_-110_50_85,79.6881,80.308,203.1773,0.0
F23_044866_2601_XN_80N112W_J02_045552_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044866_2601_XN_80N112W_J02_045552_2601_XN_80N114W,output_-115_-110_50_85,79.6416,80.2939,223.1649,0.0
F23_044866_2601_XN_80N112W_J16_051103_2596_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\F23_044866_2601_XN_80N112W_J16_051103_2596_XN_79N110W,output_-115_-110_50_85,79.6356,79.9158,214.5664,0.0
J02_045460_2601_XN_80N114W_J02_045552_2601_XN_80N114W,G:\crater_flux_output_folders\output_-115_-110_50_85\J02_045460_2601_XN_80N114W_J02_045552_2601_XN_80N114W,output_-115_-110_50_85,79.6191,80.531,931.9103,0.0
J02_045604_2644_XN_84N107W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-115_-110_50_85\J02_045604_2644_XN_84N107W_J03_046105_2645_XN_84N107W,output_-115_-110_50_85,84.3227,84.7878,149.9011,0.0
P05_002790_0980_XI_82S099W_B08_012587_0988_XN_81S101W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P05_002790_0980_XI_82S099W_B08_012587_0988_XN_81S101W,output_-110_-100_-85_-30,-81.8251,-81.671,57.0041,0.0
P05_002790_0980_XI_82S099W_G10_022213_0980_XN_82S099W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P05_002790_0980_XI_82S099W_G10_022213_0980_XN_82S099W,output_-110_-100_-85_-30,-82.2275,-81.671,189.5921,0.0
P05_002790_0980_XI_82S099W_D06_029505_0980_XN_82S099W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P05_002790_0980_XI_82S099W_D06_029505_0980_XN_82S099W,output_-110_-100_-85_-30,-82.3383,-81.671,208.6968,0.0
P05_002790_0980_XI_82S099W_D09_030560_0979_XN_82S099W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P05_002790_0980_XI_82S099W_D09_030560_0979_XN_82S099W,output_-110_-100_-85_-30,-82.2555,-81.7549,144.0248,0.0
P05_002790_0980_XI_82S099W_D08_030204_0980_XN_82S099W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P05_002790_0980_XI_82S099W_D08_030204_0980_XN_82S099W,output_-110_-100_-85_-30,-82.2387,-81.671,193.3474,0.0
P05_002790_0980_XI_82S099W_F12_040463_0988_XN_81S100W,G:\crater_flux_output_folders\output_-110_-100_-85_-30\P05_002790_0980_XI_82S099W_F12_040463_0988_XN_81S100W,output_-110_-100_-85_-30,-81.947,-81.671,65.0611,0.0
