wholepath,ctxID,centerlon,centerlat,areakm2,hits,hitratio,RegistrationScore
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016426_1958_XI_15N176W_F05_037946_1956_XI_15N176W,B17_016426_1958_XI_15N176W_F05_037946_1956_XI_15N176W,216130.91994,931671.72697,1888.0701611034,392,0.207619403174569,0.278898686170578
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016426_1958_XI_15N176W_J04_046478_1981_XN_18N176W,B17_016426_1958_XI_15N176W_J04_046478_1981_XN_18N176W,205386.64872,1015585.98595,1016.37774297246,0,0,0.140215307474136
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_B16_016017_2231_XI_43N174W,B17_016439_2230_XN_43N175W_B16_016017_2231_XI_43N174W,306947.04155,2537729.320775,6039.76235118578,1505,0.249181989702712,0.314399540424347
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_B18_016650_2206_XN_40N174W,B17_016439_2230_XN_43N175W_B18_016650_2206_XN_40N174W,314051.82182,2394430.726595,696.022546971422,22,0.0316081714532493,0.439945727586746
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_B22_018140_2231_XI_43N174W,B17_016439_2230_XN_43N175W_B22_018140_2231_XI_43N174W,307944.569375,2536026.079235,6462.46558060113,2062,0.319073266121473,0.267717003822327
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_D01_027410_2235_XN_43N175W,B17_016439_2230_XN_43N175W_D01_027410_2235_XN_43N175W,281255.48909,2559573.691295,1206.0137556521,143,0.118572445239382,0.411557972431183
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_D03_028399_2231_XI_43N174W,B17_016439_2230_XN_43N175W_D03_028399_2231_XI_43N174W,306143.0639,2537363.06429,6179.58725066595,0,0,0.00634614052250981
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_D07_029955_2231_XI_43N174W,B17_016439_2230_XN_43N175W_D07_029955_2231_XI_43N174W,307027.439315,2537282.666525,6262.05874973818,0,0,0.00600212439894676
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_D16_033436_2231_XI_43N174W,B17_016439_2230_XN_43N175W_D16_033436_2231_XI_43N174W,306476.56574,2536716.904475,6203.15818678254,0,0,0.00903260428458452
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_D20_035137_2231_XI_43N174W,B17_016439_2230_XN_43N175W_D20_035137_2231_XI_43N174W,306690.95978,2537660.83379,6240.75995037178,0,0,0.00732525065541267
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_D21_035427_2205_XN_40N174W,B17_016439_2230_XN_43N175W_D21_035427_2205_XN_40N174W,317955.579965,2396506.18001,992.827787035991,0,0,0.0161179173737764
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_D22_035981_2253_XN_45N176W,B17_016439_2230_XN_43N175W_D22_035981_2253_XN_45N176W,259029.97361,2661571.655825,246.462217125788,49,0.198813435062916,0.319839477539062
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_F01_036126_2228_XN_42N174W,B17_016439_2230_XN_43N175W_F01_036126_2228_XN_42N174W,301113.737045,2527092.994235,10624.506514151,490,0.0461197891259569,0.232672184705734
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_F01_036337_2234_XN_43N175W,B17_016439_2230_XN_43N175W_F01_036337_2234_XN_43N175W,284221.27331,2544712.01555,3284.366011639,0,0,0.0690482184290886
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_F02_036403_2231_XI_43N174W,B17_016439_2230_XN_43N175W_F02_036403_2231_XI_43N174W,307325.208815,2537955.625595,6780.45194162085,2060,0.303814556571809,0.310582339763641
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_F07_038447_2231_XI_43N174W,B17_016439_2230_XN_43N175W_F07_038447_2231_XI_43N174W,307066.14935,2536684.14983,6466.41897937849,0,0,0.00327262585051358
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_F16_042113_2231_XI_43N174W,B17_016439_2230_XN_43N175W_F16_042113_2231_XI_43N174W,306527.186555,2536002.257675,6148.83537786389,0,0,0.00787306576967239
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_F21_043814_2231_XI_43N174W,B17_016439_2230_XN_43N175W_F21_043814_2231_XI_43N174W,307173.34637,2535373.96403,6174.08576720748,0,0,0.00673678051680326
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G01_018707_2193_XI_39N174W,B17_016439_2230_XN_43N175W_G01_018707_2193_XI_39N174W,323934.791525,2391182.06135,666.793471114724,37,0.0554894455372285,0.29735592007637
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G03_019274_2192_XN_39N174W,B17_016439_2230_XN_43N175W_G03_019274_2192_XN_39N174W,306985.751585,2383496.630555,50.79054138149,18,0.354396694943675,0.416333228349686
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G04_019630_2231_XI_43N174W,B17_016439_2230_XN_43N175W_G04_019630_2231_XI_43N174W,307420.495055,2536067.766965,6138.34493979587,0,0,0.00765738263726234
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G05_020052_2206_XI_40N174W,B17_016439_2230_XN_43N175W_G05_020052_2206_XI_40N174W,326328.858305,2390071.381115,323.84403624552,19,0.0586702173684473,0.428916722536087
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G07_020975_2201_XN_40N173W,B17_016439_2230_XN_43N175W_G07_020975_2201_XN_40N173W,339049.571345,2400362.295035,60.0732329342267,0,0,0.0246835872530937
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G16_024588_2231_XI_43N174W,B17_016439_2230_XN_43N175W_G16_024588_2231_XI_43N174W,307158.457895,2535504.98261,6077.90505242665,0,0,0.0070236693136394
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G18_025155_2230_XN_43N174W,B17_016439_2230_XN_43N175W_G18_025155_2230_XN_43N174W,317315.37554,2536109.454695,395.622227897033,0,0,0.0295296479016542
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_G22_026711_2231_XI_43N174W,B17_016439_2230_XN_43N175W_G22_026711_2231_XI_43N174W,306473.588045,2536883.655395,6295.75566842133,0,0,0.00518791377544403
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_J01_045357_2231_XI_43N174W,B17_016439_2230_XN_43N175W_J01_045357_2231_XI_43N174W,307122.725555,2536091.588525,6229.04406792012,0,0,0.00598020991310477
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_J05_046702_2257_XN_45N175W,B17_016439_2230_XN_43N175W_J05_046702_2257_XN_45N175W,272712.482135,2676019.431965,716.018265413435,77,0.107539156079405,0.284287840127945
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_J05_046913_2231_XI_43N174W,B17_016439_2230_XN_43N175W_J05_046913_2231_XI_43N174W,307682.532215,2535880.17218,6750.76559398717,0,0,0.00444307085126638
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_J15_050684_2231_XI_43N174W,B17_016439_2230_XN_43N175W_J15_050684_2231_XI_43N174W,306399.14567,2537663.811485,6313.49850851497,0,0,0.00708991894498467
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B17_016439_2230_XN_43N175W_J20_052596_2231_XN_43N174W,B17_016439_2230_XN_43N175W_J20_052596_2231_XN_43N174W,309427.461485,2536978.941635,5273.05721346741,0,0,0.0102914534509182
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016492_1798_XN_00S176W_F02_036456_1794_XN_00S176W,B18_016492_1798_XN_00S176W_F02_036456_1794_XN_00S176W,211788.54978,592.537239999998,3.27234982820054,1,0.305590799425591,0.398691624403
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016492_1798_XN_00S176W_F20_043722_1822_XN_02N176W,B18_016492_1798_XN_00S176W_F20_043722_1822_XN_02N176W,197089.48441,118628.22127,61.8567823384094,3,0.0484991279305063,0.413572698831558
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016492_1798_XN_00S176W_G21_026408_1836_XN_03N176W,B18_016492_1798_XN_00S176W_G21_026408_1836_XN_03N176W,223073.139195,96256.59617,326.844479993542,306,0.936225081745442,0.28112256526947
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016492_1798_XN_00S176W_J05_046755_1824_XN_02N176W,B18_016492_1798_XN_00S176W_J05_046755_1824_XN_02N176W,207164.72464,123308.108955,341.88240231642,198,0.579146509613989,0.25491788983345
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016492_1798_XN_00S176W_J06_047111_1836_XN_03N176W,B18_016492_1798_XN_00S176W_J06_047111_1836_XN_03N176W,223911.407725,92433.66453,297.310430224254,0,0,0.182454541325569
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2017_XN_21N175W_B17_016360_2017_XN_21N175W,B18_016505_2017_XN_21N175W_B17_016360_2017_XN_21N175W,245129.33339,1278409.01581,1304.81974002864,0,0,0.036568958312273
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2017_XN_21N175W_D21_035480_2013_XN_21N175W,B18_016505_2017_XN_21N175W_D21_035480_2013_XN_21N175W,260428.28101,1265592.60715,111.266390591772,0,0,0.107632346451283
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2017_XN_21N175W_G23_027120_2020_XN_22N176W,B18_016505_2017_XN_21N175W_G23_027120_2020_XN_22N176W,230460.05888,1276318.13955,154.563002842243,0,0,0.0558182559907436
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2017_XN_21N175W_J03_045911_1998_XN_19N175W,B18_016505_2017_XN_21N175W_J03_045911_1998_XN_19N175W,237760.04905,1277288.25793,785.048175017192,0,0,0.0164439678192139
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2017_XN_21N175W_J04_046412_1999_XN_19N175W,B18_016505_2017_XN_21N175W_J04_046412_1999_XN_19N175W,238904.90925,1277420.82069,877.824368393937,0,0,0.0322118736803532
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2223_XN_42N176W_B16_015938_2223_XN_42N177W,B18_016505_2223_XN_42N176W_B16_015938_2223_XN_42N177W,192226.25897,2489316.036945,2109.25564335057,415,0.196751873727724,0.307786285877228
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2223_XN_42N176W_B19_016861_2180_XN_38N175W,B18_016505_2223_XN_42N176W_B19_016861_2180_XN_38N175W,223760.79032,2340743.430035,150.7777828783,115,0.762711838605707,0.394481956958771
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2223_XN_42N176W_B22_018206_2175_XN_37N176W,B18_016505_2223_XN_42N176W_B22_018206_2175_XN_37N176W,218927.877725,2340609.43061,111.582928941123,70,0.627336104763265,0.387920260429382
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2223_XN_42N176W_G01_018773_2275_XN_47N177W,B18_016505_2223_XN_42N176W_G01_018773_2275_XN_47N177W,172072.74545,2640166.63408,49.5190485768955,3,0.0605827471693334,0.368473738431931
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2223_XN_42N176W_G21_026421_2264_XI_46N177W,B18_016505_2223_XN_42N176W_G21_026421_2264_XI_46N177W,179674.979495,2614304.745055,1117.11402353508,227,0.203202175621844,0.378404200077057
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016505_2223_XN_42N176W_G23_027133_2254_XI_45N177W,B18_016505_2223_XN_42N176W_G23_027133_2254_XI_45N177W,179874.48975,2612229.24285,1138.9812822355,0,0,0.0599071569740772
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_B17_016162_2226_XN_42N171W,B18_016518_2225_XN_42N171W_B17_016162_2226_XN_42N171W,497053.005785,2509182.53505,130.445827902353,0,0,0.0251017585396767
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_B17_016307_2241_XI_44N171W,B18_016518_2225_XN_42N171W_B17_016307_2241_XI_44N171W,507123.9574,2569829.19061,91.968628215848,0,0,0.0182698387652636
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_B18_016663_2198_XI_39N170W,B18_016518_2225_XN_42N171W_B18_016663_2198_XI_39N170W,526952.356355,2421129.634345,567.141116117181,68,0.119899612402551,0.365689039230347
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_B21_017652_2242_XI_44N171W,B18_016518_2225_XN_42N171W_B21_017652_2242_XI_44N171W,511939.980215,2537093.37279,332.111813692103,0,0,0.018127815797925
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D01_027634_2242_XI_44N171W,B18_016518_2225_XN_42N171W_D01_027634_2242_XI_44N171W,503615.695275,2592099.937155,61.4973222576374,0,0,0.0434309206902981
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D02_027911_2268_XN_46N172W,B18_016518_2225_XN_42N171W_D02_027911_2268_XN_46N172W,483028.91455,2622097.81764,52.590006395403,1,0.0190150195548828,0.474341809749603
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D03_028333_2242_XI_44N171W,B18_016518_2225_XN_42N171W_D03_028333_2242_XI_44N171W,511668.27651,2537093.37279,380.712869354043,0,0,0.0110933119431138
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D05_029111_2242_XI_44N171W,B18_016518_2225_XN_42N171W_D05_029111_2242_XI_44N171W,511527.946025,2538278.717525,388.919950774875,0,0,0.0183794368058443
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D15_033159_2241_XN_44N171W,B18_016518_2225_XN_42N171W_D15_033159_2241_XN_44N171W,508237.644015,2560346.43273,154.069620527898,0,0,0.0267436318099499
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D18_034148_2242_XI_44N171W,B18_016518_2225_XN_42N171W_D18_034148_2242_XI_44N171W,511524.96027,2537684.55228,424.461528910816,0,0,0.0140812629833817
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_D20_035216_2242_XI_44N171W,B18_016518_2225_XN_42N171W_D20_035216_2242_XI_44N171W,506144.62976,2575743.971265,89.3866362907551,0,0,0.0126647716388106
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F01_035994_2242_XI_44N171W,B18_016518_2225_XN_42N171W_F01_035994_2242_XI_44N171W,503550.008665,2593124.05112,53.4277773362939,0,0,0.0294305291026831
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F02_036627_2242_XI_44N171W,B18_016518_2225_XN_42N171W_F02_036627_2242_XI_44N171W,510035.068525,2549582.785955,156.681138048421,0,0,0.0184028204530478
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F04_037550_2241_XI_44N171W,B18_016518_2225_XN_42N171W_F04_037550_2241_XI_44N171W,504777.15397,2584787.82316,71.3141191723736,2,0.0280449372888669,0.221070691943169
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F18_042759_2242_XI_44N171W,B18_016518_2225_XN_42N171W_F18_042759_2242_XI_44N171W,511142.78363,2542709.577945,162.422939227551,0,0,0.0155215719714761
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F19_043115_2229_XI_42N171W,B18_016518_2225_XN_42N171W_F19_043115_2229_XI_42N171W,515122.795045,2520862.80861,15.6498136411037,0,0,0.155118867754936
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F20_043537_2227_XN_42N171W,B18_016518_2225_XN_42N171W_F20_043537_2227_XN_42N171W,515845.347755,2515533.235935,86.5051093395498,0,0,0.0326432697474957
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F20_043682_2242_XI_44N171W,B18_016518_2225_XN_42N171W_F20_043682_2242_XI_44N171W,502176.561365,2602905.3845,31.6445561283496,0,0,0.0580968037247658
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_F23_044737_2242_XI_44N171W,B18_016518_2225_XN_42N171W_F23_044737_2242_XI_44N171W,502325.849115,2601305.01982,38.5729795769978,0,0,0.0459792986512184
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_G02_019142_2242_XI_44N171W,B18_016518_2225_XN_42N171W_G02_019142_2242_XI_44N171W,509918.62408,2551290.637815,131.053242144592,0,0,0.01731201633811
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_G04_019920_2246_XI_44N171W,B18_016518_2225_XN_42N171W_G04_019920_2246_XI_44N171W,507649.45028,2566995.709115,94.3401611261646,0,0,0.0133946174755692
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_G07_020843_2242_XI_44N171W,B18_016518_2225_XN_42N171W_G07_020843_2242_XI_44N171W,502663.23943,2599904.700725,34.2106441699126,0,0,0.0326545685529709
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_G18_025445_2242_XI_44N171W,B18_016518_2225_XN_42N171W_G18_025445_2242_XI_44N171W,508586.97735,2560758.46692,97.4980091389592,0,0,0.0185658652335405
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_G20_026223_2192_XN_39N171W,B18_016518_2225_XN_42N171W_G20_026223_2192_XN_39N171W,526659.752365,2383849.497415,144.608735410258,16,0.110643385094321,0.439205527305603
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_G21_026434_2261_XN_46N172W,B18_016518_2225_XN_42N171W_G21_026434_2261_XN_46N172W,489552.789225,2622381.464365,156.458697632604,2,0.0127829262946851,0.404490441083908
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_G22_026790_2242_XI_44N171W,B18_016518_2225_XN_42N171W_G22_026790_2242_XI_44N171W,503060.344845,2595951.561105,52.4855613845103,0,0,0.0392746850848198
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_J02_045436_2242_XI_44N171W,B18_016518_2225_XN_42N171W_J02_045436_2242_XI_44N171W,502176.561365,2602905.3845,31.6445561283496,0,0,0.0421209558844566
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_J04_046359_2241_XI_44N171W,B18_016518_2225_XN_42N171W_J04_046359_2241_XI_44N171W,504777.15397,2584787.82316,71.3141191723736,4,0.0560898745777338,0.219613760709763
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_J15_050763_2242_XI_44N171W,B18_016518_2225_XN_42N171W_J15_050763_2242_XI_44N171W,505099.61551,2581990.170725,86.2865914062138,0,0,0.0355560705065727
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_J18_051897_2242_XI_44N171W,B18_016518_2225_XN_42N171W_J18_051897_2242_XI_44N171W,502800.58416,2597984.86026,45.8437644287069,0,0,0.0484227426350117
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_J20_052675_2213_XN_41N171W,B18_016518_2225_XN_42N171W_J20_052675_2213_XN_41N171W,511247.285055,2435891.207065,191.587167045027,17,0.0887324566786075,0.328348994255066
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016518_2225_XN_42N171W_J21_052820_2241_XI_44N171W,B18_016518_2225_XN_42N171W_J21_052820_2241_XI_44N171W,503764.983025,2592565.714935,53.5603572442804,0,0,0.0374278426170349
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016558_1895_XI_09N180W_B17_016413_1895_XI_09N180W,B18_016558_1895_XI_09N180W_B17_016413_1895_XI_09N180W,7707.8608,545624.30114,993.895739020967,0,0,0.154158785939217
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016558_1895_XI_09N180W_J03_045898_1886_XN_08N179W,B18_016558_1895_XI_09N180W_J03_045898_1886_XN_08N179W,8553.77728,506943.10052,722.095854864524,275,0.380835865692089,0.236013025045395
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016558_1895_XI_09N180W_J07_047388_1879_XN_07N179W,B18_016558_1895_XI_09N180W_J07_047388_1879_XN_07N179W,11812.2253,485720.05778,107.893883634353,37,0.342929541079375,0.332605242729187
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_1811_XN_01N173W_B17_016360_1822_XN_02N172W,B18_016571_1811_XN_01N173W_B17_016360_1822_XN_02N172W,416470.039425,96897.610525,970.900613842381,145,0.149345873236351,0.213098600506783
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_1811_XN_01N173W_B19_016993_1822_XI_02N172W,B18_016571_1811_XN_01N173W_B19_016993_1822_XI_02N172W,416087.949375,96601.625275,1372.67362771501,0,0,0.0355843715369701
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_1811_XN_01N173W_D04_028953_1821_XI_02N173W,B18_016571_1811_XN_01N173W_D04_028953_1821_XI_02N173W,397736.863875,110311.1239,1152.47737834249,0,0,0.175564453005791
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_1811_XN_01N173W_D06_029375_1833_XI_03N173W,B18_016571_1811_XN_01N173W_D06_029375_1833_XI_03N173W,397144.893375,109732.607275,999.150612837756,411,0.411349394895221,0.208926066756248
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_1811_XN_01N173W_D20_034913_1844_XN_04N173W,B18_016571_1811_XN_01N173W_D20_034913_1844_XN_04N173W,402354.233775,172723.650025,126.143721672461,30,0.237823964619474,0.435173183679581
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_2100_XI_30N176W_D20_034847_2115_XI_31N177W,B18_016571_2100_XI_30N176W_D20_034847_2115_XI_31N177W,188195.614,1806439.1342,579.706632084629,0,0,0.044256653636694
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_2100_XI_30N176W_D22_035691_2086_XN_28N176W,B18_016571_2100_XI_30N176W_D22_035691_2086_XN_28N176W,198737.7472,1712329.899,226.520010852759,0,0,0.172633603215218
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_2100_XI_30N176W_F02_036680_2067_XN_26N176W,B18_016571_2100_XI_30N176W_F02_036680_2067_XN_26N176W,217940.5236,1664687.6776,232.794088816278,38,0.163234385345539,0.314633965492249
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016571_2100_XI_30N176W_J02_045700_2121_XN_32N176W,B18_016571_2100_XI_30N176W_J02_045700_2121_XN_32N176W,196147.0802,1854179.772,148.519155254148,22,0.148129040744632,0.362353622913361
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016584_2297_XI_49N173W_B19_016940_2316_XI_51N173W,B18_016584_2297_XI_49N173W_B19_016940_2316_XI_51N173W,393606.23605,2935303.14776,1255.1561617055,0,0,0.194209158420563
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016584_2297_XI_49N173W_B20_017441_2301_XI_50N173W,B18_016584_2297_XI_49N173W_B20_017441_2301_XI_50N173W,378524.21797,2948966.65079,2607.51515498895,284,0.108915953741102,0.308646857738495
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016584_2297_XI_49N173W_D02_027911_2268_XN_46N172W,B18_016584_2297_XI_49N173W_D02_027911_2268_XN_46N172W,405439.39708,2881121.97399,150.848626823712,46,0.304941456668064,0.312148183584213
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016584_2297_XI_49N173W_D19_034504_2305_XN_50N173W,B18_016584_2297_XI_49N173W_D19_034504_2305_XN_50N173W,379619.3726,2968261.50604,953.63296705797,3,0.00314586439818165,0.478634685277939
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016584_2297_XI_49N173W_D19_034636_2305_XN_50N173W,B18_016584_2297_XI_49N173W_D19_034636_2305_XN_50N173W,376879.96074,2968853.31662,1118.55725682468,0,0,0.0612175539135933
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016584_2297_XI_49N173W_F01_036060_2282_XN_48N173W,B18_016584_2297_XI_49N173W_F01_036060_2282_XN_48N173W,400994.71659,2877012.8562,230.992336352208,70,0.303040356686409,0.407079666852951
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016584_2297_XI_49N173W_G01_018430_2316_XN_51N174W,B18_016584_2297_XI_49N173W_G01_018430_2316_XN_51N174W,368066.86401,2981058.64719,176.131031572183,15,0.0851638684342378,0.394863814115524
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016637_2135_XI_33N178W_D13_032355_2151_XI_35N179W,B18_016637_2135_XI_33N178W_D13_032355_2151_XI_35N179W,84835.9458,1967025.6431,486.40098268093,69,0.14185826603328,0.304167240858078
G:\crater_flux_output_folders\Impact_flux_project\output_-180_-170_0_75\B18_016637_2135_XI_33N178W_D15_033133_2151_XI_35N179W,B18_016637_2135_XI_33N178W_D15_033133_2151_XI_35N179W,83057.260925,1966884.5243,349.90889726211,8,0.0228630939727359,0.379043877124786
