impact_id,lon,lat,category,n_ctx,ProductId,UTCstart
31,-174.498,40.341,good,23,J01_045357_2231_XI_43N174W,2016-03-30T17:13:05.754
31,-174.498,40.341,good,23,J05_046913_2231_XI_43N174W,2016-07-29T23:12:34.169
31,-174.498,40.341,good,23,J15_050684_2231_XI_43N174W,2017-05-19T19:54:30.718
31,-174.498,40.341,good,23,J20_052596_2231_XN_43N174W,2017-10-15T19:37:29.707
32,133.705,46.611,good,22,B19_016876_2281_XI_48N226W,2010-03-03T11:55:49.009
32,133.705,46.611,good,22,B21_017654_2279_XI_47N226W,2010-05-03T02:56:07.900
32,133.705,46.611,good,22,G01_018577_2279_XI_47N226W,2010-07-14T01:03:34.689
32,133.705,46.611,good,22,G02_018854_2263_XI_46N226W,2010-08-04T15:04:54.617
32,133.705,46.611,good,22,G03_019500_2279_XI_47N226W,2010-09-23T23:11:34.254
32,133.705,46.611,good,22,G05_020278_2282_XI_48N226W,2010-11-23T14:06:17.132
32,133.705,46.611,good,22,G16_024313_2279_XI_47N226W,2011-10-04T00:01:09.316
32,133.705,46.611,good,22,G18_025447_2279_XI_47N226W,2011-12-31T08:45:30.827
32,133.705,46.611,good,22,G21_026436_2279_XI_47N226W,2012-03-17T10:15:17.537
32,133.705,46.611,good,22,D02_027913_2279_XI_47N226W,2012-07-10T12:10:15.148
32,133.705,46.611,good,22,D15_033161_2280_XN_48N226W,2013-08-23T10:46:00.037
32,133.705,46.611,good,22,D19_034506_2279_XI_47N226W,2013-12-06T06:07:15.888
32,133.705,46.611,good,22,D21_035429_2279_XI_47N226W,2014-02-16T04:20:13.574
32,133.705,46.611,good,22,F02_036418_2295_XI_49N226W,2014-05-04T05:45:52.167
32,133.705,46.611,good,22,F04_037196_2263_XI_46N226W,2014-07-03T20:48:48.873
32,133.705,46.611,good,22,F06_038040_2279_XI_47N226W,2014-09-07T15:04:20.277
32,133.705,46.611,good,22,F18_042761_2279_XI_47N226W,2015-09-10T11:06:58.529
32,133.705,46.611,good,22,F20_043539_2279_XI_47N226W,2015-11-10T01:59:20.054
32,133.705,46.611,good,22,F22_044317_2279_XI_47N226W,2016-01-09T16:45:07.786
32,133.705,46.611,good,22,J01_045227_2277_XN_47N226W,2016-03-20T14:11:56.288
32,133.705,46.611,good,22,J04_046361_2279_XI_47N226W,2016-06-16T22:56:24.350
32,133.705,46.611,good,22,J16_051121_2279_XI_47N226W,2017-06-22T21:12:40.505
33,53.382,3.119,good,10,P22_009719_1829_XN_02N306W,2008-08-22T19:26:40.406
33,53.382,3.119,good,10,B01_009930_1835_XI_03N306W,2008-09-08T06:02:55.541
33,53.382,3.119,good,10,G01_018712_1840_XI_04N306W,2010-07-24T13:17:38.642
33,53.382,3.119,good,10,G11_022536_1831_XI_03N306W,2011-05-18T12:38:04.728
33,53.382,3.119,good,10,G23_027204_1834_XI_03N306W,2012-05-16T06:12:11.392
33,53.382,3.119,good,10,D01_027626_1829_XI_02N306W,2012-06-18T03:17:45.226
33,53.382,3.119,good,10,D21_035498_1846_XN_04N306W,2014-02-21T13:08:50.299
33,53.382,3.119,good,10,F01_036197_1817_XI_01N306W,2014-04-17T00:15:55.299
33,53.382,3.119,good,10,F02_036408_1855_XI_05N306W,2014-05-03T10:50:03.132
33,53.382,3.119,good,10,J10_048843_1825_XN_02N306W,2016-12-27T08:47:35.459
34,126.305,41.019,good,5,B19_016995_2190_XN_39N233W,2010-03-12T18:26:10.845
34,126.305,41.019,good,5,G02_019052_2214_XI_41N233W,2010-08-20T01:21:00.604
34,126.305,41.019,good,5,G04_019830_2213_XI_41N233W,2010-10-19T16:16:47.314
34,126.305,41.019,good,5,G15_024221_2213_XN_41N233W,2011-09-26T19:57:26.635
34,126.305,41.019,good,5,F05_037671_2238_XN_43N234W,2014-08-09T21:03:20.383
35,-157.204,18.936,good,6,B08_012799_1989_XN_18N157W,2009-04-19T19:33:21.233
35,-157.204,18.936,good,6,B09_013076_1989_XN_18N157W,2009-05-11T09:33:14.341
35,-157.204,18.936,good,6,G02_019168_1992_XN_19N157W,2010-08-29T02:10:10.639
35,-157.204,18.936,good,6,G07_020869_1990_XI_19N157W,2011-01-08T15:12:03.101
35,-157.204,18.936,good,6,D07_029849_1991_XN_19N157W,2012-12-08T08:30:56.352
35,-157.204,18.936,good,6,F06_038275_1991_XN_19N157W,2014-09-25T22:19:12.178
36,112.394,32.251,good,5,B07_012288_2119_XI_31N247W,2009-03-10T23:58:39.883
36,112.394,32.251,good,5,G03_019580_2127_XN_32N247W,2010-09-30T04:42:52.325
36,112.394,32.251,good,5,G06_020714_2125_XI_32N247W,2010-12-27T13:24:44.083
36,112.394,32.251,good,5,G09_021637_2125_XN_32N247W,2011-03-09T11:33:18.920
36,112.394,32.251,good,5,F06_038054_2125_XN_32N247W,2014-09-08T17:10:24.121
37,-163.512,12.272,good,3,B19_016953_1945_XN_14N163W,2010-03-09T11:45:31.424
37,-163.512,12.272,good,3,G04_019788_1920_XI_12N163W,2010-10-16T09:34:35.326
37,-163.512,12.272,good,3,G10_022056_1924_XI_12N163W,2011-04-11T03:01:01.881
38,-113.106,4.473,good,13,P11_005295_1822_XI_02N113W,2007-09-13T01:00:31.251
38,-113.106,4.473,good,13,B01_010002_1852_XN_05N113W,2008-09-13T20:42:04.854
38,-113.106,4.473,good,13,G02_018995_1846_XI_04N113W,2010-08-15T14:33:38.639
38,-113.106,4.473,good,13,G11_022608_1848_XI_04N113W,2011-05-24T03:16:43.609
38,-113.106,4.473,good,13,G12_022964_1845_XI_04N113W,2011-06-20T21:04:08.577
38,-113.106,4.473,good,13,D06_029531_1846_XI_04N113W,2012-11-13T13:43:50.564
38,-113.106,4.473,good,13,D13_032300_1848_XI_04N113W,2013-06-17T08:15:57.806
38,-113.106,4.473,good,13,D22_035847_1847_XI_04N113W,2014-03-20T17:48:09.235
38,-113.106,4.473,good,13,F20_043746_1847_XI_04N113W,2015-11-26T04:50:20.962
38,-113.106,4.473,good,13,J02_045500_1848_XI_04N113W,2016-04-10T20:25:26.723
38,-113.106,4.473,good,13,J07_047346_1846_XI_04N113W,2016-09-01T16:51:28.059
38,-113.106,4.473,good,13,J10_048704_1851_XI_05N113W,2016-12-16T12:50:00.469
38,-113.106,4.473,good,13,J20_052528_1846_XI_04N113W,2017-10-10T12:15:18.911
39,-84.009,3.703,good,4,B09_012981_1844_XI_04N084W,2009-05-03T23:49:22.716
39,-84.009,3.703,good,4,G14_023886_1819_XN_01N083W,2011-08-31T17:17:24.652
39,-84.009,3.703,good,4,G20_025864_1837_XI_03N084W,2012-02-01T20:18:39.708
39,-84.009,3.703,good,4,J20_052461_1837_XI_03N084W,2017-10-05T06:56:32.029
40,-68.891,24.584,good,5,P17_007693_2040_XN_24N068W,2008-03-17T22:06:04.401
40,-68.891,24.584,good,5,G15_024215_2048_XN_24N069W,2011-09-26T08:38:24.976
40,-68.891,24.584,good,5,G16_024637_2048_XN_24N069W,2011-10-29T05:49:24.427
40,-68.891,24.584,good,5,D04_028659_2047_XI_24N068W,2012-09-06T15:02:45.986
40,-68.891,24.584,good,5,F05_037942_2046_XN_24N069W,2014-08-30T23:42:44.959
41,-158.391,35.907,good,31,P02_001723_2156_XN_35N158W,2006-12-08T17:14:31.900
41,-158.391,35.907,good,31,P02_001789_2157_XN_35N158W,2006-12-13T20:34:06.658
41,-158.391,35.907,good,31,P05_002923_2156_XN_35N158W,2007-03-12T05:17:40.706
41,-158.391,35.907,good,31,P09_004479_2152_XI_35N158W,2007-07-11T11:09:28.496
41,-158.391,35.907,good,31,P10_005046_2158_XN_35N158W,2007-08-24T15:30:49.842
41,-158.391,35.907,good,31,P11_005257_2155_XI_35N158W,2007-09-10T02:07:19.232
41,-158.391,35.907,good,31,P13_006180_2160_XN_36N158W,2007-11-21T00:18:01.294
41,-158.391,35.907,good,31,P14_006536_2160_XN_36N158W,2007-12-18T18:07:13.566
41,-158.391,35.907,good,31,P16_007393_2153_XI_35N158W,2008-02-23T13:00:33.873
41,-158.391,35.907,good,31,B08_012588_2155_XN_35N158W,2009-04-03T09:02:19.634
41,-158.391,35.907,good,31,B09_013155_2155_XN_35N158W,2009-05-17T13:22:32.458
41,-158.391,35.907,good,31,B10_013722_2155_XN_35N158W,2009-06-30T17:44:20.206
41,-158.391,35.907,good,31,B12_014289_2155_XN_35N158W,2009-08-13T22:05:31.543
41,-158.391,35.907,good,31,B17_016267_2155_XN_35N158W,2010-01-15T01:00:59.143
41,-158.391,35.907,good,31,B17_016478_2155_XN_35N158W,2010-01-31T11:35:57.669
41,-158.391,35.907,good,31,G05_020091_2155_XN_35N158W,2010-11-09T00:18:48.031
41,-158.391,35.907,good,31,G16_024482_2155_XN_35N158W,2011-10-17T03:59:19.079
41,-158.391,35.907,good,31,G17_024838_2155_XN_35N158W,2011-11-13T21:48:01.740
41,-158.391,35.907,good,31,G18_025405_2155_XN_35N158W,2011-12-28T02:09:01.373
41,-158.391,35.907,good,31,G21_026394_2155_XN_35N158W,2012-03-14T03:38:41.150
41,-158.391,35.907,good,31,D04_028860_2155_XN_35N158W,2012-09-22T07:00:22.660
41,-158.391,35.907,good,31,D06_029427_2167_XN_36N158W,2012-11-05T11:22:58.166
41,-158.391,35.907,good,31,D17_033686_2155_XN_35N158W,2013-10-03T08:33:12.817
41,-158.391,35.907,good,31,D17_033897_2155_XN_35N158W,2013-10-19T19:08:38.704
41,-158.391,35.907,good,31,D19_034464_2155_XN_35N158W,2013-12-02T23:30:02.095
41,-158.391,35.907,good,31,F02_036587_2156_XN_35N158W,2014-05-17T09:46:04.205
41,-158.391,35.907,good,31,F03_036943_2155_XN_35N158W,2014-06-14T03:35:53.078
41,-158.391,35.907,good,31,F06_038209_2155_XN_35N158W,2014-09-20T18:59:59.457
41,-158.391,35.907,good,31,F17_042363_2155_XN_35N158W,2015-08-10T10:44:21.248
41,-158.391,35.907,good,31,F18_042719_2155_XN_35N158W,2015-09-07T04:30:19.838
41,-158.391,35.907,good,31,J03_045963_2155_XN_35N158W,2016-05-16T22:31:52.373
42,-113.169,3.291,good,5,P11_005295_1822_XI_02N113W,2007-09-13T01:00:31.251
42,-113.169,3.291,good,5,B02_010424_1849_XI_04N113W,2008-10-16T17:52:50.484
42,-113.169,3.291,good,5,G17_024942_1813_XI_01N112W,2011-11-22T00:06:32.000
42,-113.169,3.291,good,5,G20_025865_1812_XI_01N113W,2012-02-01T22:09:25.762
42,-113.169,3.291,good,5,D02_027975_1832_XI_03N113W,2012-07-15T07:52:28.222
43,-111.477,2.579,good,4,P03_002394_1809_XN_00N111W,2007-01-29T23:48:21.590
43,-111.477,2.579,good,4,B09_013193_1810_XI_01N111W,2009-05-20T12:15:25.733
43,-111.477,2.579,good,4,G18_025087_1836_XI_03N111W,2011-12-03T07:17:58.877
43,-111.477,2.579,good,4,G20_026221_1836_XI_03N111W,2012-02-29T15:56:53.600
